"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","영업내용",
"1776","옥외광고업","04_15_01_P","3350000","1994335006808200093","19940727","","01","영업/정상","20","정상","","","","","051 5250680","","","부산광역시 금정구 금사동 **-*","부산광역시 금정구 금사로 ** (금사동)","46330","영재광고사","20210917140510","U","2021-09-19 02:40:00.0","","392101.741686612","193093.912982171","간판제작및 설치",
"1777","옥외광고업","04_15_01_P","3350000","1994335006808200095","19940906","","01","영업/정상","20","정상","","","","","051 582 1324","","","부산광역시 금정구 구서동 ***-*","부산광역시 금정구 두실로 ** (구서동)","46229","권광고기획","20210527094129","U","2021-05-29 02:40:00.0","","389986.435634586","197697.077761447","간판제작및 설치",
"1778","옥외광고업","04_15_01_P","3350000","1995335006808200102","19950308","","01","영업/정상","20","정상","","","","","051 5185193","","","부산광역시 금정구 구서동 ****-*번지","부산광역시 금정구 금샘로 *** (구서동)","46235","(주)삼원기업","20190902101728","U","2019-09-04 02:40:00.0","","389581.00964557","197791.049870999","간판제작및 설치(광고대행)",
"1779","옥외광고업","04_15_01_P","3350000","2017335008908500005","20160329","","01","영업/정상","20","정상","","","","","0512073530","","","부산광역시 금정구 장전동 ***-**","부산광역시 금정구 금정로 ***, *층 (장전동)","46283","디자인 에코","20210426111916","U","2021-04-28 02:40:00.0","","389964.464582954","195154.385041285","광고업",
"1780","옥외광고업","04_15_01_P","3350000","2015335008908500003","20151030","","01","영업/정상","20","정상","","","","","051 556 0006","","","부산광역시 금정구 장전동 ***-* 상가동 *호","부산광역시 금정구 부곡로 ** (부곡동)","46305","대경광고","20210203175125","U","2021-02-05 02:40:00.0","","389591.6063671","193694.639620803","간판 및 광고물기획 제작",
"1781","옥외광고업","04_15_01_P","3350000","2017335008908500008","20171026","","01","영업/정상","20","정상","","","","","","","","부산광역시 금정구 금사동 ***-*","부산광역시 금정구 반송로***번길 * (금사동)","46334","엠케이애드","20201126164120","U","2020-11-28 02:40:00.0","","392729.097078978","192822.744611439","간판, 철구조물 제작",
"1782","옥외광고업","04_15_01_P","3350000","2017335008908500009","20171115","","01","영업/정상","20","정상","","","","","","","","부산광역시 금정구 남산동 ***-** 럭키남산아파트","부산광역시 금정구 남산로**번길 **, ***동 ***호 (남산동, 럭키남산아파트)","46225","엘미디어","20201110105326","U","2020-11-12 02:40:00.0","","389811.762505992","198130.805168535","광고업",
"1783","옥외광고업","04_15_01_P","3350000","2017335008908500010","20030130","","01","영업/정상","20","정상","","","","","051 868 2233","","","부산광역시 금정구 금사동 ***-*","부산광역시 금정구 반송로 *** (금사동)","46334","(주)미도","20201126164042","U","2020-11-28 02:40:00.0","","392375.006321402","192694.23926922","광고물제작",
"1784","옥외광고업","04_15_01_P","3350000","2018335008908500001","20130131","","01","영업/정상","20","정상","","","","","051 557 1244","","","부산광역시 금정구 부곡동 ***-*","부산광역시 금정구 부곡로 ** (부곡동)","46311","거성디자인","20201126143925","U","2020-11-28 02:40:00.0","","389964.259715795","193003.440847487","간판제작",
"1785","옥외광고업","04_15_01_P","3350000","2009335006908500002","20090407","","01","영업/정상","20","정상","","","","","051 512 7995","","","부산광역시 금정구 장전동 ***-**","부산광역시 금정구 금정로 * (장전동)","46297","천화동명상사","20201126164404","U","2020-11-28 02:40:00.0","","389797.253487203","193790.914401535","전기재료,광고물,전기재료, 임대",
"1786","옥외광고업","04_15_01_P","3350000","2012335006908500001","20120127","","01","영업/정상","20","정상","","","","","","","","부산광역시 금정구 남산동 **-**","부산광역시 금정구 범어천로**번길 * (남산동)","46219","루피디자인","20201126162858","U","2020-11-28 02:40:00.0","","390055.101742467","198853.162958658","옥외광고 및 광고물제작, 광고디자인",
"1787","옥외광고업","04_15_01_P","3350000","2008335006908500003","20080314","","01","영업/정상","20","정상","","","","","051 442 2236","","","부산광역시 금정구 회동동 ***-*번지","부산광역시 금정구 금사로 ***-* (회동동)","46263","(주)아트엔티이","20200416112529","U","2020-04-18 02:40:00.0","","392518.767335756","193814.250490772","옥외광고 대행 및 제작, 설치",
"1788","옥외광고업","04_15_01_P","3350000","2008335006908500006","20081006","","01","영업/정상","20","정상","","","","","051 531 0881","","","부산광역시 금정구 금사동 ***-* 지하","부산광역시 금정구 공단동로**번길 * (금사동)","46332","(주)에스엔테크","20201126150415","U","2020-11-28 02:40:00.0","","392334.283913363","192739.571401253","광고물 제작 및 설치",
"1789","옥외광고업","04_15_01_P","3350000","2011335006908500001","20100309","","01","영업/정상","20","정상","","","","","051 508 0968","","","부산광역시 금정구 두구동 ***-**","부산광역시 금정구 두구로**번길 **-* (두구동)","46206","(주)엔터","20201126163021","U","2020-11-28 02:40:00.0","","391764.029786759","201939.519519596","광고, 간판, 인테리어",
"1790","옥외광고업","04_15_01_P","3350000","2011335006908500002","20110823","","01","영업/정상","20","정상","","","","","5173379","","","부산광역시 금정구 남산동 **-**","부산광역시 금정구 범어천로**번길 ** (남산동)","46219","아티스디자인","20210610165638","U","2021-06-12 02:40:00.0","","390183.130172353","198712.184614106","간판 및 광고물 제작",
"1791","옥외광고업","04_15_01_P","3350000","2011335006908500003","20111004","","01","영업/정상","20","정상","","","","","051 3016566","","","부산광역시 금정구 서동 ***-**","부산광역시 금정구 개좌로 ** (서동)","46321","주식회사 포앤텍","20201126150614","U","2020-11-28 02:40:00.0","","391938.106097574","192716.114814343","간판 제작 설치",
"1792","옥외광고업","04_15_01_P","3350000","2012335006908500003","20120417","","01","영업/정상","20","정상","","","","","051 831 1650","","","부산광역시 금정구 금사동 **-**","부산광역시 금정구 공단로**번길 * (금사동)","46332","(주)동부애드컴","20210729110322","U","2021-07-31 02:40:00.0","","392376.851869902","193065.67479254","광고물제작",
"1793","옥외광고업","04_15_01_P","3350000","2012335006908500004","20120629","","01","영업/정상","20","정상","","","","","051 515 6581","","","부산광역시 금정구 부곡동 **-*","부산광역시 금정구 무학송로 *** (부곡동)","46253","간판쟁이","20201126164323","U","2020-11-28 02:40:00.0","","390488.440438007","195628.299027828","옥외광고물 디자인 및 조립.제조",
"1794","옥외광고업","04_15_01_P","3350000","2013335006908500001","20130306","","01","영업/정상","20","정상","","","","","","","","부산광역시 금정구 장전동 ***","부산광역시 금정구 식물원로**번길 **, 상가동 *층 ***,***호 (장전동)","46299","디펜더스","20201223152630","U","2020-12-25 02:40:00.0","","389390.257667273","193750.969225909","옥외광고물제작,설치",
"1795","옥외광고업","04_15_01_P","3350000","1991335006808200012","19910430","","01","영업/정상","20","정상","","","","","051 5242973","","","부산광역시 금정구 금사동 ***-**","부산광역시 금정구 개좌로 ** (금사동)","46333","부성광고","20210926123932","U","2021-09-28 02:40:00.0","","391960.274049176","192662.252041921","간판제작및 설치",
"1796","옥외광고업","04_15_01_P","3350000","1991335006808200032","19910430","","01","영업/정상","20","정상","","","","","051 516 0007","","","부산광역시 금정구 부곡동 ***-**","부산광역시 금정구 부곡로 ***-* (부곡동)","46271","홍부광고산업","20201126164157","U","2020-11-28 02:40:00.0","","390440.066306713","194363.473332017","간판제작및 설치",
"1797","옥외광고업","04_15_01_P","3350000","1991335006808200033","19910430","","01","영업/정상","20","정상","","","","","051 513 5622","","","부산광역시 금정구 남산동 ***-**","부산광역시 금정구 금강로 *** (남산동)","46227","서울광고","20210514112614","U","2021-05-16 02:40:00.0","","389938.915840708","197758.863719392","간판제작및 설치",
"1798","옥외광고업","04_15_01_P","3350000","1999335006808200162","19990607","","01","영업/정상","20","정상","","","","","051 518 4680","","","부산광역시 금정구 부곡동 **-**","부산광역시 금정구 무학송로 *** (부곡동)","46253","새천년광고주식회사","20201126164237","U","2020-11-28 02:40:00.0","","390525.772361163","195886.802016341","간판제작및 설치",
"1799","옥외광고업","04_15_01_P","3350000","1999335006808200166","20170828","","01","영업/정상","20","정상","","","","","0515836304","","","부산광역시 금정구 남산동 **-* 영남골든파크","부산광역시 금정구 범어천로 **, *층 ***호 (남산동, 영남골든파크)","46220","개척광고","20201223152555","U","2020-12-25 02:40:00.0","","390134.100758975","198591.238184042","간판제작및 설치",
"1800","옥외광고업","04_15_01_P","3350000","2000335006808200174","20000411","","01","영업/정상","20","정상","","","","","051 531 7557","","","부산광역시 금정구 회동동 ***-*","부산광역시 금정구 금사로 *** (회동동)","46263","(주)가나에스아이피","20210106134639","U","2021-01-08 02:40:00.0","","393399.985819557","194700.592862128","간판제작및 설치",
"1801","옥외광고업","04_15_01_P","3350000","2003335006208200001","20030117","","01","영업/정상","20","정상","","","","","051 516 8879","","","부산광역시 금정구 부곡동 ***-**","부산광역시 금정구 부곡로 ***-* (부곡동)","46272","썬애드","20201126162225","U","2020-11-28 02:40:00.0","","390387.173910228","194208.982399592","현수막제작,설치,간판및광고물제작",
"1802","옥외광고업","04_15_01_P","3350000","2003335006808200218","20080704","","01","영업/정상","20","정상","","","","","051 818 1214","","","부산광역시 금정구 서동 ***-***","부산광역시 금정구 서동로**번길 * (서동)","46322","춘향당광고사","20201126144042","U","2020-11-28 02:40:00.0","","390789.256080502","192863.376383156","광고물제작및 설치",
"1803","옥외광고업","04_15_01_P","3350000","2005335006808200241","20170203","","01","영업/정상","20","정상","","","","","","","","부산광역시 금정구 부곡동 ***-***번지","부산광역시 금정구 서동로**번길 * (부곡동)","46308","SKY애드","20170206145030","I","2018-08-31 23:59:59.0","","390702.058248794","192961.471323563","옥외광고물등제작",
"1804","옥외광고업","04_15_01_P","3350000","2005335006908200251","20091030","","01","영업/정상","20","정상","","","","","051 582 1290","","","부산광역시 금정구 부곡동 ***-*","부산광역시 금정구 기찰로 ** (부곡동)","46266","대영산업디자인","20201126151626","U","2020-11-28 02:40:00.0","","390477.244937616","195107.114911916","광고물제작",
"1805","옥외광고업","04_15_01_P","3350000","2006335007208200001","20060109","","01","영업/정상","20","정상","","","","","051 5140729","","","부산광역시 금정구 서동 ***-**","부산광역시 금정구 옥봉로*번길 * (서동)","46335","봉황사","20210729110203","U","2021-07-31 02:40:00.0","","391768.052324891","192300.0165873","제조",
"1806","옥외광고업","04_15_01_P","3350000","2001335006808200199","20011122","","01","영업/정상","20","정상","","","","","051 583 8260","","","부산광역시 금정구 남산동 ***-**","부산광역시 금정구 금단로***번길 * (남산동)","46215","밝은나라","20210305180217","U","2021-03-07 02:40:00.0","","389910.492728475","198425.852128263","광고물제작",
