"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"1801","숙박업","03_11_03_P","3390000","3390000-201-1980-00842","19800327","","01","영업/정상","01","영업","","","","","051 3262165","97.90","617809","부산광역시 사상구 괘법동 557-6 제일장여관","부산광역시 사상구 새벽로 206, 제일장여관 (괘법동)","46973","제일장","20220127131413","U","2022-01-29 02:40:00.0","여관업","380735.966240421","186268.209144729","여관업","0","0","0","0","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"1802","숙박업","03_11_03_P","3390000","3390000-201-1988-00785","19880312","","01","영업/정상","01","영업","","","","","051 3228788","184.88","617809","부산광역시 사상구 괘법동 581-14번지","부산광역시 사상구 새벽로202번길 16 (괘법동)","46973","산유장","20180329153213","I","2018-08-31 23:59:59.0","여관업","380787.353584318","186207.190201845","여관업","4","0","2","4","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"1803","숙박업","03_11_03_P","3390000","3390000-201-2002-00015","19790313","","01","영업/정상","01","영업","","","","","051 3020597","104.67","617819","부산광역시 사상구 모라동 651-7번지 행복빌","부산광역시 사상구 모라로51번길 27, 행복빌 (모라동)","46917","의성장","20180831093428","I","2018-08-31 23:59:59.0","여관업","380991.205121183","189756.67237127","여관업","3","0","1","3","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"1804","숙박업","03_11_03_P","3390000","3390000-201-2001-00031","19890905","","01","영업/정상","01","영업","","","","","","265.35","617807","부산광역시 사상구 괘법동 532-46번지","부산광역시 사상구 광장로37번길 17 (괘법동)","46970","세일장","20200310115612","U","2020-03-12 02:40:00.0","여관업","380405.67358728","186745.892063734","여관업","4","0","2","4","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"1805","숙박업","03_11_03_P","3390000","3390000-201-2002-00052","20021231","","01","영업/정상","01","영업","","","","","051 3263579","1,379.90","617808","부산광역시 사상구 괘법동 527-36번지","부산광역시 사상구 사상로211번길 58 (괘법동)","46970","호텔콤마","20171208093501","I","2018-08-31 23:59:59.0","숙박업 기타","380379.288322886","186803.098723756","숙박업 기타","7","0","1","6","0","0","0","35","0","N","0","","","","","0","","","0","0","N",
"1806","숙박업","03_11_03_P","3390000","3390000-201-2000-00043","19861105","","01","영업/정상","01","영업","","","","","051 3160204","420.66","617809","부산광역시 사상구 괘법동 584-9번지","부산광역시 사상구 사상로161번길 38 (괘법동)","46974","비너스모텔","20180315171004","I","2018-08-31 23:59:59.0","숙박업 기타","380884.153645091","186167.95240943","숙박업 기타","0","0","0","0","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
"1807","숙박업","03_11_03_P","3390000","3390000-201-1993-00003","19930818","","01","영업/정상","01","영업","","","","","051 3113729","328.80","617807","부산광역시 사상구 괘법동 536-5","부산광역시 사상구 광장로87번길 35 (괘법동)","46968","하트장","20211025142633","U","2021-10-27 02:40:00.0","여관업","380802.346016185","186790.438033081","여관업","4","0","1","4","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"1808","숙박업","03_11_03_P","3390000","3390000-201-2001-00042","19881209","","01","영업/정상","01","영업","","","","","051 3130433","303.58","617800","부산광역시 사상구 감전동 104-47 동경장여관","부산광역시 사상구 사상로147번길 16, 동경장여관 (감전동)","46982","동경장","20201116111448","U","2020-11-18 02:40:00.0","여관업","380987.078705411","186174.943631463","여관업","0","0","2","4","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
"1809","숙박업","03_11_03_P","3390000","3390000-201-2002-00032","19860313","","01","영업/정상","01","영업","","","","","051 3172772","480.00","617806","부산광역시 사상구 괘법동 270-16번지","부산광역시 사상구 사상로224번길 23 (괘법동)","46964","오아시스장","20180315171631","I","2018-08-31 23:59:59.0","여관업","380732.209796147","186952.015697467","여관업","5","0","2","4","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"1810","숙박업","03_11_03_P","3390000","3390000-201-2003-00024","20030908","","01","영업/정상","01","영업","","","","","","1,752.13","617806","부산광역시 사상구 괘법동 272-2","부산광역시 사상구 사상로224번길 10 (괘법동)","46964","호텔 더반","20201217102134","U","2020-12-19 02:40:00.0","숙박업 기타","380681.143625115","186899.382109716","숙박업 기타","8","1","1","7","0","0","1","41","0","N","0","","","","임대","0","","","0","0","N",
"1811","숙박업","03_11_03_P","3390000","3390000-201-1976-00682","19760221","","01","영업/정상","01","영업","","","","","051 3287476","40.83","617808","부산광역시 사상구 괘법동 517-25","부산광역시 사상구 낙동대로 1216 (괘법동)","46960","호림장","20201228101931","U","2020-12-30 02:40:00.0","여관업","380050.737045148","187270.183929641","여관업","0","0","1","1","0","0","0","9","0","N","0","","","","","0","","","0","0","N",
"1812","숙박업","03_11_03_P","3390000","3390000-201-2000-00027","19840901","","01","영업/정상","01","영업","","","","","051 3223825","360.99","617808","부산광역시 사상구 괘법동 526-9번지","부산광역시 사상구 사상로211번길 22-14 (괘법동)","46963","하나모텔","20180329153811","I","2018-08-31 23:59:59.0","여관업","380537.702923445","186807.950290534","여관업","3","0","1","3","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"1813","숙박업","03_11_03_P","3390000","3390000-201-2002-00037","19900306","","01","영업/정상","01","영업","","","","","051 3288206","444.13","617806","부산광역시 사상구 괘법동 824-7","부산광역시 사상구 사상로 244-15 (괘법동)","46964","엔젤장","20201222200910","U","2020-12-24 02:40:00.0","여관업","380628.707373638","187085.82849024","여관업","4","0","1","4","0","0","0","19","0","N","0","","","","","0","","","0","0","N",
"1814","숙박업","03_11_03_P","3390000","3390000-201-2004-00005","20040514","","01","영업/정상","01","영업","","","","","051 3157508","93.67","617808","부산광역시 사상구 괘법동 522-14번지","부산광역시 사상구 광장로37번길 77 (괘법동)","46962","영남여인숙","20180705112355","I","2018-08-31 23:59:59.0","여인숙업","380391.509473076","187042.68036946","여인숙업","2","0","1","2","0","0","9","0","0","N","0","","","","","0","","","0","0","N",
"1815","숙박업","03_11_03_P","3390000","3390000-201-1999-00355","19860210","","01","영업/정상","01","영업","","","","","051 3248781","316.00","617807","부산광역시 사상구 괘법동 536-16","부산광역시 사상구 사상로212번길 22 (괘법동)","46968","그린장","20210914163810","U","2021-09-16 02:40:00.0","여관업","380783.540423788","186810.615427877","여관업","4","0","1","3","0","0","0","16","0","N","0","","","","","0","0","0","0","0","N",
"1816","숙박업","03_11_03_P","3390000","3390000-201-1976-00683","19761103","","01","영업/정상","01","영업","","","","","051 3289735","66.56","617807","부산광역시 사상구 괘법동 555-17번지","부산광역시 사상구 사상로 153-8 (괘법동)","46974","동원장여관","20180329152600","I","2018-08-31 23:59:59.0","여관업","380962.259600573","186272.845687457","여관업","0","0","0","0","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"1817","숙박업","03_11_03_P","3390000","3390000-201-2004-00006","20040524","","01","영업/정상","01","영업","","","","","051 3277174","1,722.54","617800","부산광역시 사상구 감전동 141-12","부산광역시 사상구 대동로 297 (감전동)","46987","J(제이) 모텔","20220207105430","U","2022-02-09 02:40:00.0","숙박업 기타","380925.742657438","185660.480342345","숙박업 기타","9","0","1","7","0","0","0","42","0","N","0","","","","","0","","","0","0","N",
"1818","숙박업","03_11_03_P","3390000","3390000-201-1990-00005","19900403","","01","영업/정상","01","영업","","","","","","95.87","617806","부산광역시 사상구 괘법동 835-7","부산광역시 사상구 사상로250번길 1 (괘법동)","46964","배수장","20201210172349","U","2020-12-12 02:40:00.0","여관업","380547.217449539","187134.931052908","여관업","4","0","4","4","0","0","5","0","0","N","0","","","","","0","","","0","0","N",
"1819","숙박업","03_11_03_P","3390000","3390000-201-2002-00049","20020504","","01","영업/정상","01","영업","","","","","051 3148334","1,271.70","617807","부산광역시 사상구 괘법동 547-6","부산광역시 사상구 광장로86번길 2 (괘법동)","46975","브이원모텔","20200825103348","U","2020-08-27 02:40:00.0","숙박업 기타","380879.144835001","186508.874488565","숙박업 기타","7","0","1","6","0","0","0","35","0","N","0","","","","","0","","","0","0","N",
"1820","숙박업","03_11_03_P","3390000","3390000-201-2002-00068","19780701","","01","영업/정상","01","영업","","","","","051 3129184","121.17","617839","부산광역시 사상구 주례동 692-48번지","부산광역시 사상구 가야대로 229-13 (주례동)","47001","송민장","20190830174228","U","2019-09-01 02:40:00.0","여관업","381957.89321152","185361.451591891","여관업","3","0","2","3","0","0","0","12","0","N","0","","","","","0","","","0","0","N",
"1821","숙박업","03_11_03_P","3390000","3390000-201-1996-00419","19780109","","01","영업/정상","01","영업","","","","","051 3128078","91.26","617809","부산광역시 사상구 괘법동 557-7번지","부산광역시 사상구 사상로163번길 33 (괘법동)","46973","평화장여관","20191115170301","U","2019-11-17 02:40:00.0","여관업","380749.569656375","186360.271865423","여관업","3","0","0","0","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
"1822","숙박업","03_11_03_P","3390000","3390000-201-2002-00071","19821019","","01","영업/정상","01","영업","","","","","051 3228866","93.88","617030","부산광역시 사상구 엄궁동 573-3번지 ,15","부산광역시 사상구 대동로 10 (엄궁동)","47035","평화황토","20180509144453","I","2018-08-31 23:59:59.0","여관업","379768.592072695","183207.700874955","여관업","3","0","3","3","0","0","0","12","0","N","0","","","","","0","","","0","0","N",
"1823","숙박업","03_11_03_P","3390000","3390000-201-1997-00011","19971224","","01","영업/정상","01","영업","","","","","051 3046360","235.00","617825","부산광역시 사상구 삼락동 51-20 옥림모텔","부산광역시 사상구 낙동대로1548번길 13, 옥림모텔 (삼락동)","46901","옥림장","20211228100341","U","2021-12-30 02:40:00.0","여관업","380907.167286278","190250.208958573","여관업","0","0","2","3","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"1824","숙박업","03_11_03_P","3390000","3390000-201-2004-00002","20040422","","01","영업/정상","01","영업","","","","","051 3128581","2,090.84","617809","부산광역시 사상구 괘법동 559-6번지","부산광역시 사상구 광장로 60 (괘법동)","46972","르네상스호텔","20181106135638","U","2018-11-08 02:36:20.0","관광호텔","380607.449472738","186532.912594972","관광호텔","11","2","6","9","0","0","4","43","0","N","0","","","","","0","","","0","0","N",
"1825","숙박업","03_11_03_P","3390000","3390000-201-1984-00846","19840402","","01","영업/정상","01","영업","","","","","051 3027178","86.66","617827","부산광역시 사상구 삼락동 416-8번지","부산광역시 사상구 낙동대로 1234 (삼락동)","46912","발리장여관","20171226102316","I","2018-08-31 23:59:59.0","여관업","380149.649209398","187493.571198682","여관업","0","0","2","3","0","0","11","0","0","N","0","","","","","0","","","0","0","N",
"1826","숙박업","03_11_03_P","3390000","3390000-201-1999-00360","19881119","","01","영업/정상","01","영업","","","","","051 3237408","210.60","617807","부산광역시 사상구 괘법동 544-14","부산광역시 사상구 광장로87번길 10 (괘법동)","46967","기린장","20210222154954","U","2021-02-24 02:40:00.0","여관업","380873.739229626","186683.395192273","여관업","0","0","1","4","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"1827","숙박업","03_11_03_P","3390000","3390000-201-1993-00002","19930713","","01","영업/정상","01","영업","","","","","051 3282001","5,868.27","617809","부산광역시 사상구 괘법동 564-25","부산광역시 사상구 광장로 46 (괘법동)","46972","(주)한도호텔파라곤","20220112094707","U","2022-01-14 02:40:00.0","관광호텔","380460.313281968","186548.086870476","관광호텔","14","0","5","12","0","0","8","124","0","N","0","","","","","0","0","0","0","0","N",
"1828","숙박업","03_11_03_P","3390000","3390000-201-1983-00383","19831205","","01","영업/정상","01","영업","","","","","051 3237133","66.80","617809","부산광역시 사상구 괘법동 584-19 수복장여관","부산광역시 사상구 새벽로194번길 33, 수복장여관 (괘법동)","46974","수복","20210507115219","U","2021-05-09 02:40:00.0","여관업","380857.404969077","186131.612708739","여관업","3","0","2","3","0","0","0","10","0","N","0","","","","","0","","","0","0","N",
"1829","숙박업","03_11_03_P","3390000","3390000-201-2001-00051","19801122","","01","영업/정상","01","영업","","","","","051 3239595","100.05","617807","부산광역시 사상구 괘법동 545-12번지","부산광역시 사상구 광장로87번길 13 (괘법동)","46968","동산여인숙","20180705112614","I","2018-08-31 23:59:59.0","여인숙업","380840.358370655","186681.044120367","여인숙업","2","0","0","0","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
