"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자치단체코드","업체유형명","자본금","지정정비업종명","면허일자","면허유효기간시작일자","면허유효기간종료일자","자격면허발급기관",
"681","국제물류주선업","11_45_01_P","6260000","6260000-63-1214","20210401","","01","영업/정상","0010","운행","","","","","0518168316","","48729","부산광역시 동구 초량동 1153-11","부산광역시 동구 중앙대로320번길 7-3 (초량동)","48729","(주)토탈물류법인대지","20210401000000","I","2021-04-03 00:22:58.0","","386430.337226493","182559.182776484","6260000","국제물류주선업","301000000","","","","","",
"682","국제물류주선업","11_45_01_P","6260000","6260000-63-1218","20210420","","01","영업/정상","0010","운행","","","","","0519077090","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 에이동 3708-2호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 3708-2호 (재송동)","48058","(주)베가코리아","20210420000000","I","2021-04-22 00:23:10.0","","393519","188317","6260000","국제물류주선업","300000000","","","","","",
"683","국제물류주선업","11_45_01_P","6260000","6260000-63-1217","20210416","","01","영업/정상","0010","운행","","","","","0517153400","","48795","부산광역시 동구 초량동 1226번지 범양레우스센트럴베이 104동 1414호","부산광역시 동구 초량중로 114, 104동 1414호(초량동, 범양레우스 센트럴베이)","48795","(주)디엠지물류","20220428000000","U","2022-04-30 02:40:00.0","","385963.605834446","182178.659976853","6260000","국제물류주선업","300000000","","","","","",
"684","국제물류주선업","11_45_01_P","6260000","6260000-63-1216","20210415","","01","영업/정상","0010","운행","","","","","0518310088","","46028","부산광역시 기장군 장안읍 명례리 918번지","부산광역시 기장군 장안읍 명례산단5로 61","46028","(주)해솔로지스","20210415000000","I","2021-04-17 00:22:58.0","","","","6260000","국제물류주선업","300000000","","","","","",
"685","국제물류주선업","11_45_01_P","6260000","6260000-63-1277","20220323","","01","영업/정상","0010","운행","","","","","0517106770","","46751","부산광역시 강서구 송정동 1512-2","부산광역시 강서구 녹산산업북로 119(송정동)","46751","(주)로이지엘에스","20220323000000","I","2022-03-25 00:22:35.0","","367454.564232222","179343.014764116","6260000","국제물류주선업","300000000","","","","","",
"686","국제물류주선업","11_45_01_P","6260000","6260000-63-1280","20220325","","01","영업/정상","0010","운행","","","","","0517145093","","48059","부산광역시 해운대구 재송동 1212번지 큐비이센텀 2209호","부산광역시 해운대구 센텀중앙로 90, 큐비이센텀 2209호(재송동)","48059","(주)오아이에이글로벌코리아","20220329000000","U","2022-03-31 02:40:00.0","","393605.930358633","188324.973749177","6260000","국제물류주선업","300000000","","","","","",
"687","국제물류주선업","11_45_01_P","6260000","6260000-63-1279","20220325","","01","영업/정상","0010","운행","","","","","0514649934","","48930","부산광역시 중구 중앙동4가 36-14 은산빌딩 1405호","부산광역시 중구 해관로 65, 은산빌딩 1405호(중앙동4가)","48930","(주)엔제이글로벌","20220325000000","I","2022-03-27 00:22:35.0","","385502.492319657","180297.579330876","6260000","국제물류주선업","300000000","","","","","",
"688","국제물류주선업","11_45_01_P","6260000","6260000-63-1044","20180914","","01","영업/정상","0010","운행","","","","","0514413808","","46726","부산광역시 강서구 명지동 3365-1","부산광역시 강서구 명지국제6로 316 (명지동)","46726","태성글로벌(주)","20211101000000","U","2021-11-03 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"689","국제물류주선업","11_45_01_P","6260000","6260000-63-1045","20180927","","01","영업/정상","0010","운행","","","","","","","48936","부산광역시 중구 중앙동4가 78-1","부산광역시 중구 충장대로5번길 58, 제일빌딩 301에이호 (중앙동4가)","48936","주식회사 물류락","20180927000000","U","2018-11-03 04:00:00.0","","385772.491863963","180917.659376627","6260000","국제물류주선업","300000000","","","","","",
"690","국제물류주선업","11_45_01_P","6260000","6260000-63-1046","20180927","","01","영업/정상","0010","운행","","","","","0514634222","","48939","부산광역시 중구 중앙동4가 89-13","부산광역시 중구 충장대로5번길 3, 금현빌딩 5층 503호 (중앙동4가)","48939","(주)제이앤케이쉬핑","20220616000000","U","2022-06-18 02:40:00.0","","385637.881580017","180394.391409338","6260000","국제물류주선업","300000000","","","","","",
"691","국제물류주선업","11_45_01_P","6260000","6260000-63-1047","20181005","","01","영업/정상","0010","운행","","","","","0514426667","","48931","부산광역시 중구 중앙동3가 10-5 2층","부산광역시 중구 해관로 51-1, 2층(중앙동3가)","48931","(주)통도물류","20211203000000","U","2021-12-05 02:40:00.0","","385517.60289653","180166.764580211","6260000","국제물류주선업","300000000","","","","","",
"692","국제물류주선업","11_45_01_P","6260000","6260000-63-1278","20220324","","01","영업/정상","0010","운행","","","","","","","48935","부산광역시 중구 중앙동4가 86-1 일동미라주더마린 1613호","부산광역시 중구 충장대로13번길 22, 일동미라주더마린 1613호(중앙동4가)","48935","오리온월드와이드인터내셔널(주)","20220324000000","I","2022-03-26 00:22:34.0","","385783.67214654","180588.096475731","6260000","국제물류주선업","300000000","","","","","",
"693","국제물류주선업","11_45_01_P","6260000","6260000-63-1063","20181226","","01","영업/정상","0010","운행","","","","","0516115688","","48730","부산광역시 동구 초량동 1162-26 호우빌딩2층","부산광역시 동구 중앙대로286번길 7-9, 호우빌딩 2층 (초량동)","48730","도경지엘에스(주)","20220223000000","U","2022-02-25 02:40:00.0","","386315.929962294","182280.199123631","6260000","국제물류주선업","300000000","","","","","",
"694","국제물류주선업","11_45_01_P","6260000","6260000-63-1058","20181203","","01","영업/정상","0010","운행","","","","","","","46757","부산광역시 강서구 송정동 1715-4 TOOLMART","부산광역시 강서구 녹산산단232로 38-9, TOOLMART 8동 203호 (송정동)","46757","(유)미래운송","20220112000000","U","2022-01-14 02:40:00.0","","367896.367634158","177801.919690203","6260000","국제물류주선업","300000000","","","","","",
"695","국제물류주선업","11_45_01_P","6260000","6260000-63-1057","20181130","","01","영업/정상","0010","운행","","","","","","","48931","부산광역시 중구 중앙동3가 18-1 한국스탠다드차타드은행부산지점빌딩3층","부산광역시 중구 대청로 135, 한국스탠다드차타드은행부산지점빌딩 3층 (중앙동3가)","48931","쓰리큐알로지스틱스(주)","20210312000000","U","2021-03-14 02:40:00.0","","385463.118213998","180123.108147913","6260000","국제물류주선업","300000000","","","","","",
"696","국제물류주선업","11_45_01_P","6260000","6260000-63-1054","20181127","","01","영업/정상","0010","운행","","","","","0514666626","","48059","부산광역시 해운대구 우동 1470번지 에이스하이테크21 1408호","부산광역시 해운대구 센텀중앙로 48, 에이스하이테크21 1408호 (우동)","48059","(주)이티에스글로벌","20211203000000","U","2021-12-05 02:40:00.0","","394035.24909500000","188368.64865100000","6260000","국제물류주선업","300000000","","","","","",
"697","국제물류주선업","11_45_01_P","6260000","6260000-63-1055","20181127","","01","영업/정상","0010","운행","","","","","07043526581","","46721","부산광역시 강서구 대저2동 3153-1 125동 214호","부산광역시 강서구 유통단지1로 41, 125동 214호(대저2동)","46721","(주)아이온","20220614000000","U","2022-06-16 02:40:00.0","","378260.668626959","186989.385407123","6260000","국제물류주선업","300000000","","","","","",
"698","국제물류주선업","11_45_01_P","6260000","6260000-63-1052","20181116","","01","영업/정상","0010","운행","","","","","0512664268","","46727","부산광역시 강서구 범방동 1847-4 1층","부산광역시 강서구 가락대로900번가길 7, 1층 (범방동)","46727","(주)서정물류","20220321000000","U","2022-03-23 02:40:00.0","","371400.92720154","185236.998450365","6260000","국제물류주선업","300000000","","","","","",
"699","국제물류주선업","11_45_01_P","6260000","6260000-63-1060","20181212","","01","영업/정상","0010","운행","","","","","0514697822","","48936","부산광역시 중구 중앙동4가 78-1 제일빌딩3층 305호","부산광역시 중구 충장대로5번길 58, 제일빌딩 3층 305호(중앙동4가)","48936","(주)기동로직스","20220223000000","U","2022-02-25 02:40:00.0","","385772.491863963","180917.659376627","6260000","국제물류주선업","300000000","","","","","",
"700","국제물류주선업","11_45_01_P","6260000","6260000-63-1061","20181212","","01","영업/정상","0010","운행","","","","","0514223801","","48941","부산광역시 중구 중앙동4가 17-7 유성빌딩8층","부산광역시 중구 대청로155번길 6, 유성빌딩 8층 (중앙동4가)","48941","(주)금경로지텍","20220110000000","U","2022-01-12 02:40:00.0","","385688.912554323","180165.79651993","6260000","국제물류주선업","300000000","","","","","",
"701","국제물류주선업","11_45_01_P","6260000","6260000-63-1191","20210105","","01","영업/정상","0010","운행","","","","","0518322001","","46755","부산광역시 강서구 송정동 1666-2 씨동 11호","부산광역시 강서구 녹산화전로 23, 씨동 11호(송정동)","46755","(주)건미","20220221000000","U","2022-02-23 02:40:00.0","","369981.263320302","178473.733823448","6260000","국제물류주선업","305000000","","","","","",
"702","국제물류주선업","11_45_01_P","6260000","6260000-63-1190","20201211","","01","영업/정상","0010","운행","","","","","","","48548","부산광역시 남구 용당동 180-6 3층","부산광역시 남구 신선로 313, 3층 (용당동)","48548","(주)제이앤제이물류","20210525000000","U","2021-05-27 02:40:00.0","","390957.332505603","181439.067774945","6260000","국제물류주선업","300000000","","","","","",
"703","국제물류주선업","11_45_01_P","6260000","6260000-63-1195","20210121","","01","영업/정상","0010","운행","","","","","0514668002","","48936","부산광역시 중구 중앙동4가 78-20 정우빌딩 303호","부산광역시 중구 충장대로5번길 48, 정우빌딩 303호 (중앙동4가)","48936","(주)용마로지스틱스","20210121000000","I","2021-01-23 00:23:11.0","","385737.436336438","180816.22011026","6260000","국제물류주선업","300000000","","","","","",
"704","국제물류주선업","11_45_01_P","6260000","6260000-63-1192","20210114","","01","영업/정상","0010","운행","","","","","0516100081","","48508","부산광역시 남구 대연동 55-1 1040호","부산광역시 남구 수영로 312, 1040호 (대연동)","48508","(주)짐로지스","20210114000000","I","2021-01-16 00:23:15.0","","391411.212179843","184052.409245407","6260000","국제물류주선업","300000000","","","","","",
"705","국제물류주선업","11_45_01_P","6260000","6260000-63-1202","20210205","","01","영업/정상","0010","운행","","","","","","","48730","부산광역시 동구 초량동 1161-9 녹원빌딩 303호","부산광역시 동구 중앙대로286번길 9, 녹원빌딩 303호 (초량동)","48730","(주)범양글로벌","20210205000000","I","2021-02-07 00:23:02.0","","386325.816948305","182210.916727624","6260000","국제물류주선업","300000000","","","","","",
"706","국제물류주선업","11_45_01_P","6260000","6260000-63-1203","20210205","","01","영업/정상","0010","운행","","","","","0519001960","","48941","부산광역시 중구 중앙동4가 23-1 노블리안2 1811호","부산광역시 중구 중앙대로 80, 노블리안2 1811호 (중앙동4가)","48941","(주)명진물류넷","20210205000000","I","2021-02-07 00:23:02.0","","385630.742187332","180306.821082315","6260000","국제물류주선업","300000000","","","","","",
"707","국제물류주선업","11_45_01_P","6260000","6260000-63-1200","20210128","","01","영업/정상","0010","운행","","","","","07080981582","","49407","부산광역시 사하구 하단동 616-8 보해이브빌2차2층","부산광역시 사하구 하신중앙로 324, 보해이브빌2차 2층(하단동)","49407","(주)굿드코리아","20210729000000","U","2021-07-31 02:40:00.0","","379172.956804683","180171.42168614","6260000","국제물류주선업","300000000","","","","","",
