"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"713","안경업","01_02_01_P","3340000","PHMB220073340025082200002","20071224","","03","폐업","03","폐업","20180116","","","","051-262-1874","","604843","부산광역시 사하구 장림1동 188번지 6호","부산광역시 사하구 다대로 255 (장림동)","49509","신세계안경원","20180116134323","I","2018-08-31 23:59:59.0","","380298.803378793","177417.625039717","0","0","0","0","0","0","0","0","0","",
"714","안경업","01_02_01_P","3340000","PHMB220083340025082200001","20080213","","03","폐업","03","폐업","20100402","","","","266-6696","","","부산광역시 사하구 장림1동 325-67","","","시민안경원","20140121112026","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","114",
"715","안경업","01_02_01_P","3340000","PHMB220083340025082200002","20080213","","03","폐업","03","폐업","20090112","","","","051-207-0045","","604852","부산광역시 사하구 하단2동 524번지 35호","부산광역시 사하구 낙동남로 1377-1 (하단동)","49313","아이뷰안경원","20180108124501","I","2018-08-31 23:59:59.0","","378850.339829023","180367.143558342","0","0","0","0","0","0","0","0","0","",
"716","안경업","01_02_01_P","3340000","PHMB220083340025082200004","20080728","","03","폐업","03","폐업","20100104","","","","","","","부산광역시 사하구 감천1동 467-1 감천우리빌딩 1층","","","우리마트안경원","20100104161417","I","2018-08-31 23:59:59.0","","","","0","0","0","0","0","0","0","0","0","",
"717","안경업","01_02_01_P","3340000","PHMB220093340025082200001","20090309","","03","폐업","03","폐업","20090824","","","","205-8990","","604022","부산광역시 사하구 하단2동 529번지 6호","부산광역시 사하구 낙동대로 482 (하단동)","","더그레이스안경점(2호점)","20091130112804","I","2018-08-31 23:59:59.0","","379343.952654577","180494.733476198","1","1","1","1","1","1","1","1","1","81.87",
"718","안경업","01_02_01_P","3340000","PHMB220173340025082200004","20171108","","03","폐업","03","폐업","20181112","","","","051-292-5199","","","","부산광역시 사하구 낙동대로 175-1, 1층 (괴정동)","49349","행복나눔안경원","20181112155853","U","2018-11-14 02:35:50.0","","382047.732630974","179880.03490034","1","1","1","1","1","1","1","1","1","73.38",
"719","안경업","01_02_01_P","3340000","PHMB219913340025082200002","19910313","","03","폐업","03","폐업","20211105","","","","207-1115","","604851","부산광역시 사하구 하단2동 490번지 1호","부산광역시 사하구 낙동대로 549 (하단동)","49308","하단제일안경","20211105130604","U","2021-11-07 02:40:00.0","","378973.24029147","181046.524387889","0","0","0","0","0","0","0","0","0","0",
"720","안경업","01_02_01_P","3340000","PHMB220193340025082200002","20190904","","01","영업/정상","13","영업중","","","","","0512065050","","","부산광역시 사하구 하단동 526번지 4호 정우엠타워, 지하1층","부산광역시 사하구 낙동남로 1409, 정우엠타워, 지하1층 (하단동)","49311","으뜸50안경 부산하단지점","20220623134653","U","2022-06-25 02:40:00.0","","379160.163808307","180377.587710459","1","1","1","1","1","1","1","1","1","141.16",
"721","안경업","01_02_01_P","3340000","PHMB220193340025082200001","20190816","","01","영업/정상","13","영업중","","","","","051-207-8333","","","부산광역시 사하구 당리동 303번지 5호","부산광역시 사하구 낙동대로 450, kh빌딩 2층 (당리동)","49326","으뜸+안경","20200507132220","U","2020-05-09 02:40:00.0","","379504.047141986","180252.690981933","1","1","","1","1","","","","","179.69",
"722","안경업","01_02_01_P","3340000","PHMB220193340025082200003","20190916","","01","영업/정상","13","영업중","","","","","0512642134","","","","부산광역시 사하구 다대로429번길 9 (다대동)","49518","지니스안경원","20200507130127","U","2020-05-09 02:40:00.0","","380590.120985273","175688.173024086","1","1","1","1","1","1","1","1","1","107.52",
"723","안경업","01_02_01_P","3340000","PHMB220193340025082200004","20190916","","01","영업/정상","13","영업중","","","","","0512031121","","","","부산광역시 사하구 낙동남로 1400 (하단동)","49426","아이마트 안경","20200507130247","U","2020-05-09 02:40:00.0","","379069.569134032","180297.516614486","1","1","1","1","1","1","1","1","1","89.25",
"724","안경업","01_02_01_P","3340000","PHMB220223340025082200001","20220412","","01","영업/정상","13","영업중","","","","","051-208-5558","","","부산광역시 사하구 괴정동 1021-9","부산광역시 사하구 낙동대로 206, 1층 (괴정동)","49338","이노티안경 괴정점","20220413090751","I","2022-04-15 00:22:33.0","","381763.470663811","179773.626920336","1","0","0","1","1","0","0","0","0","117.54",
"725","안경업","01_02_01_P","3340000","PHMB219913340025082200001","19910126","","01","영업/정상","13","영업중","","","","","051-207-3300","","","부산광역시 사하구 당리동 318-2","부산광역시 사하구 제석로 54(당리동)","49323","눈사랑안경","20220602180256","U","2022-06-04 02:40:00.0","","379977.53586131","180266.900845615","0","0","0","0","0","0","0","0","0","76.03",
"726","안경업","01_02_01_P","3340000","PHMB219913340025082200003","19910531","","01","영업/정상","13","영업중","","","","","051-206-6676","","604851","부산광역시 사하구 하단2동 496번지 4호","부산광역시 사하구 낙동대로516번길 26 (하단동)","49324","안경동아리안경","20160229112111","I","2018-08-31 23:59:59.0","","379166.232291422","180986.690468473","0","0","0","0","0","0","0","0","0","",
"727","안경업","01_02_01_P","3340000","PHMB220093340025082200007","20091125","","01","영업/정상","13","영업중","","","","","051-207-2009","","604851","부산광역시 사하구 하단2동 1160번지 5호 SK상가 1층 105호","부산광역시 사하구 하신번영로 387 (하단동,SK상가 1층 105호)","","아이뷰안경","20160229110215","I","2018-08-31 23:59:59.0","","378655.724927786","181372.475942236","1","1","1","1","1","1","1","1","1","55",
"728","안경업","01_02_01_P","3340000","PHMB220103340025082200001","20100402","","01","영업/정상","13","영업중","","","","","051-266-6696","","604843","부산광역시 사하구 장림1동 325번지 67호","부산광역시 사하구 장림번영로 41 (장림동)","","시민안경원","20160217134138","I","2018-08-31 23:59:59.0","","379594.34622821","177529.777142661","1","1","1","1","1","1","1","1","1","114",
"729","안경업","01_02_01_P","3340000","PHMB220143340025082200002","20140902","","01","영업/정상","13","영업중","","","","","051-266-2127","","","부산광역시 사하구 다대동 891번지","부산광역시 사하구 다대로 551, 2층 (다대동)","49524","다비치안경원 다대농협사거리점","20160701133811","I","2018-08-31 23:59:59.0","","379767.614697491","174883.742734168","1","1","1","1","1","1","1","1","1","222.64",
"730","안경업","01_02_01_P","3340000","PHMB220173340025082200005","20171213","","01","영업/정상","13","영업중","","","","","203-0106","","","부산광역시 사하구 괴정동 1238번지 27호","부산광역시 사하구 낙동대로 157 (괴정동)","49349","표가네안경","20171213100154","I","2018-08-31 23:59:59.0","","382185.490482143","179971.174405497","","","","","","","","","","36.73",
"731","안경업","01_02_01_P","3340000","PHMB219803340025082200001","19800816","","01","영업/정상","13","영업중","","","","","051-261-6129","","604843","부산광역시 사하구 장림1동 325번지 3호","부산광역시 사하구 장림번영로 29 (장림동)","49475","안경나라 장림점","20160229112424","I","2018-08-31 23:59:59.0","","379461.859303267","177529.957135139","0","0","0","0","0","0","0","0","0","",
"732","안경업","01_02_01_P","3340000","PHMB219813340025082200001","19810828","","01","영업/정상","13","영업중","","","","","202-2970","","604828","부산광역시 사하구 당리동 317번지 82호","부산광역시 사하구 낙동대로 400 (당리동)","49328","일공공일안경콘택트","20130306132000","I","2018-08-31 23:59:59.0","","379966.994706589","180055.060395011","1","1","1","1","1","1","1","1","1","",
"733","안경업","01_02_01_P","3340000","PHMB219823340025082200001","19820108","","01","영업/정상","13","영업중","","","","","051-292-7003","","604803","부산광역시 사하구 감천1동 477번지 7호","부산광역시 사하구 옥천로 7 (감천동)","49374","서울안경원","20160229112355","I","2018-08-31 23:59:59.0","","382787.358384356","178420.913750336","0","0","0","0","0","0","0","0","0","",
"734","안경업","01_02_01_P","3340000","PHMB220003340025082200001","20000105","","01","영업/정상","13","영업중","","","","","051-204-2275","","604829","부산광역시 사하구 당리동 303번지 16호","부산광역시 사하구 낙동대로 454 (당리동)","49326","우리들안경","20160229111341","I","2018-08-31 23:59:59.0","","379484.774177573","180276.183077064","0","0","0","0","0","0","0","0","0","",
"735","안경업","01_02_01_P","3340000","PHMB220003340025082200002","20000114","","01","영업/정상","13","영업중","","","","","051-263-8228","","604822","부산광역시 사하구 다대2동 120번지 19호","부산광역시 사하구 다송로 58 (다대동)","49519","아이피아안경","20210127120543","U","2021-01-29 02:40:00.0","","380816.783733047","175515.467301635","0","0","0","0","0","0","0","0","0","",
"736","안경업","01_02_01_P","3340000","PHMB220093340025082200002","20090330","","01","영업/정상","13","영업중","","","","","051-262-2662","","604827","부산광역시 사하구 다대1동 1548번지 24호 보남빌딩 1층","부산광역시 사하구 다대낙조1길 5 (다대동,보남빌딩 1층)","","초이스안경원","20160229110330","I","2018-08-31 23:59:59.0","","379234.160670825","174016.551235181","1","1","1","1","1","1","1","1","1","102.8",
"737","안경업","01_02_01_P","3340000","PHMB219863340025082200001","19860228","","01","영업/정상","13","영업중","","","","","202-3713","","604813","부산광역시 사하구 괴정4동 1078번지 2호","부산광역시 사하구 마하로 34 (괴정동)","49344","초이스안경콘택트 괴정점","20140210163546","I","2018-08-31 23:59:59.0","","380727.773348028","179973.336355169","0","0","0","0","0","0","0","0","0","",
"738","안경업","01_02_01_P","3340000","PHMB219873340025082200001","19870119","","01","영업/정상","13","영업중","","","","","051-205-0010","","","","부산광역시 사하구 낙동남로 1414, 삼영빌딩 (하단동)","49427","더그레이스안경.렌즈아이 하단점","20200901161734","U","2020-09-03 02:40:00.0","","379204.289673048","180300.49877146","1","1","2","1","1","1","1","1","1","236.43",
"739","안경업","01_02_01_P","3340000","PHMB219873340025082200002","19870513","","01","영업/정상","13","영업중","","","","","051-201-0010","","","부산광역시 사하구 괴정동 1001번지 3호","부산광역시 사하구 낙동대로 213, 2층 (괴정동)","49355","부산아이센터안경","20160229112247","I","2018-08-31 23:59:59.0","","381703.849357698","179695.29062574","1","1","11","1","1","1","1","1","1","12.2",
"740","안경업","01_02_01_P","3340000","PHMB219883340025082200001","19880420","","01","영업/정상","13","영업중","","","","","051-207-0770","","604833","부산광역시 사하구 신평1동 111번지 138호","부산광역시 사하구 다대로126번길 57 (신평동)","49440","영창당","20160229112212","I","2018-08-31 23:59:59.0","","380184.798655409","178796.23961174","0","0","0","0","0","0","0","0","0","",
"741","안경업","01_02_01_P","3340000","PHMB219913340025082200004","19910704","","01","영업/정상","13","영업중","","","","","051-204-2896","","604806","부산광역시 사하구 감천1동 648번지 10호","부산광역시 사하구 감천로 45 (감천동)","49371","080안경원(감천점)","20210907133620","U","2021-09-09 02:40:00.0","","382101.18735403","178710.088617646","1","1","1","2","1","1","1","1","1","92.4",
"742","안경업","01_02_01_P","3340000","PHMB219913340025082200005","19910724","","01","영업/정상","13","영업중","","","","","291-5235","","604811","부산광역시 사하구 괴정동 1010번지 4호","부산광역시 사하구 낙동대로 205, 1층 (괴정동)","49355","아이룩안경콘택트","20140607134710","I","2018-08-31 23:59:59.0","","381755.695046117","179718.378305173","1","1","1","1","2","2","2","2","2","75.9",
"743","안경업","01_02_01_P","3340000","PHMB219923340025082200001","19920107","","01","영업/정상","13","영업중","","","","","051-262-2187","","604840","부산광역시 사하구 장림2동 228번지 1호","부산광역시 사하구 다대로 269 (장림동)","49509","씨앤아이안경원","20160229111946","I","2018-08-31 23:59:59.0","","380302.174103812","177266.835863771","0","0","0","0","0","0","0","0","0","",
