"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","판매점영업면적",
"2459","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500005","20160315","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 750번지 1호","부산광역시 기장군 정관읍 구연4로 20","46023","CU 정관파크점","20160315162514","I","2018-08-31 23:59:59.0","","398257.01659100000","204972.96719900000","62",
"2460","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500006","20160322","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 철마면 송정리 668번지","부산광역시 기장군 철마면 고촌로 58 (고촌엘에이치3단지아파트)","46051","씨유철마고촌점","20160323090700","I","2018-08-31 23:59:59.0","","397289","195409","39.5",
"2461","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500007","20160325","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 교리 326번지 3호","부산광역시 기장군 기장읍 차성로 395","46057","씨유 교리야 놀자점","20210407092946","U","2021-04-09 02:40:00.0","","401422.879731028","197095.499726475","66",
"2462","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500012","20160503","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 매학리 723번지","부산광역시 기장군 정관읍 정관5로 12 (동원로얄듀크2차아파트)","46017","위드미 정관드림점","20160509155616","I","2018-08-31 23:59:59.0","","397736.824866597","204358.183038917","45",
"2463","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500013","20160503","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 방곡리 378번지","부산광역시 기장군 정관읍 방곡로 29 (이지더원5차)","46019","위드미 정관독도점","20160509155658","I","2018-08-31 23:59:59.0","","398918.60005099","205331.700588625","33.25",
"2464","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500015","20160523","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 모전리 741번지 6호","부산광역시 기장군 정관읍 정관2로 39-14 (디아이빌딩(B101호, B102호))","46008","세븐일레븐 부산정관에버빌점","20160523171839","I","2018-08-31 23:59:59.0","","396929.694566346","206037.755445591","66",
"2465","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500021","20160829","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 모전리 735번지","부산광역시 기장군 정관읍 정관2로 9 (이지더원2차아파트)","46007","미니스톱 정관이지점","20210727084943","U","2021-07-29 02:40:00.0","","396661.136744189","205995.903772118","138.8",
"2466","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500025","20161206","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 정관읍 정관6로 5-20, A동 101호 (미래안전통상가)","46017","세븐일레븐 부산정관미래점","20161206181223","I","2018-08-31 23:59:59.0","","397826.31990600000","204823.00826700000","76",
"2467","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500001","20170103","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 정관읍 가동3로 2","46013","CU정관풀리페점","20211222100305","U","2021-12-24 02:40:00.0","","398077","205437","66",
"2468","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500002","20170103","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 정관읍 구연1로 10","46023","세븐일레븐부산정관타운점","20170103131702","I","2018-08-31 23:59:59.0","","398529.56421300000","204871.18569700000","54",
"2469","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500005","20170412","","01","영업/정상","13","영업중","","","","","051-727-3647","","","","부산광역시 기장군 장안읍 동해고속도로 25","46028","(주)에이치앤디이 장안(부산)휴게소","20170412142215","I","2018-08-31 23:59:59.0","","404100.735621822","210945.104382171","3.5",
"2470","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500006","20170421","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 기장읍 차성남로89번길 7","46065","세븐일레븐 부산기장별빛점","20210510101153","U","2021-05-12 02:40:00.0","","401799.263078903","195846.794507653","72",
"2471","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500009","20170602","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 기장읍 차성남로 91, 104, 105호","46065","GS25 기장청강점","20170602150300","I","2018-08-31 23:59:59.0","","401843.647859","195817.350579","66",
"2472","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500013","20170704","","01","영업/정상","13","영업중","","","","","051-721-5138","","","","부산광역시 기장군 기장읍 대청로 19, 1층","46069","(주)코리아세븐 부산기장캐스빌점","20170704202732","I","2018-08-31 23:59:59.0","","401291.560307535","195435.977972747","128.9",
"2473","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500014","20170721","","01","영업/정상","13","영업중","","","","","051-728-4848","","","","부산광역시 기장군 정관읍 모전1길 9, 104동 101호 (정관동일스위트3차)","46008","탑세일마트","20170721131724","I","2018-08-31 23:59:59.0","","397089.21896100000","206821.48901300000","214.8",
"2474","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500015","20170807","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 정관읍 구연방곡로 83, 1층","46019","GS25 정관방곡점","20210720083621","U","2021-07-22 02:40:00.0","","399035.22405400000","205329.80545900000","99.17",
"2475","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500011","20170621","","01","영업/정상","13","영업중","","","","","051-727-5984","","","","부산광역시 기장군 정관읍 정관4로 24, 501동 105호","46016","GS25 정관동일점","20170621152614","I","2018-08-31 23:59:59.0","","397441.72374000000","205360.48497000000","100",
"2476","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500019","20170925","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 기장읍 대청로45번길 19, 101,102호","46070","GS25 기장대청","20170925142558","I","2018-08-31 23:59:59.0","","401649.15807500000","195832.68696000000","81.65",
"2477","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500001","20180221","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 기장읍 차성로 461, 108동 101호 (이진캐스빌블루 1차아파트)","46054","GS25 기장차성로점","20180221174117","I","2018-08-31 23:59:59.0","","402033.06419800000","197921.40227300000","45",
"2478","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500003","20180307","","01","영업/정상","13","영업중","","","","","051-724-2753","","","","부산광역시 기장군 기장읍 차성동로 157","46056","GS25 기장햇살점","20180307161557","I","2018-08-31 23:59:59.0","","401705.027967176","196976.488390199","69",
"2479","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500004","20180411","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 모전리 747번지 1호","부산광역시 기장군 정관읍 모전로 88","46008","GS25 정관신도시 3호점","20210702085843","U","2021-07-04 02:40:00.0","","397151.065212182","206116.718189077","",
"2480","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500005","20180411","","01","영업/정상","13","영업중","","","","","051-727-8218","","","부산광역시 기장군 일광면 신평리 56번지 3호","부산광역시 기장군 일광면 일광로 609, A동 3호","46040","CU 기장신평리점","20180411172557","I","2018-08-31 23:59:59.0","","405385.675629727","202018.577778766","",
"2481","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500006","20180502","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 기장읍 청강로 76, 107동 103, 105호 (우신네오빌아파트)","46080","GS25 기장우신점","20220429145303","U","2022-05-01 02:40:00.0","","402395.20712600000","195926.96351900000","0",
"2482","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500007","20180525","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 시랑리 723번지 3호 에이원오션시티","부산광역시 기장군 기장읍 기장해안로 108, 에이원오션시티 110호","46084","씨유 기장오시리아점","20201119161856","U","2020-11-21 02:40:00.0","","401475.998545458","189959.849895516","72",
"2483","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500008","20180529","","01","영업/정상","13","영업중","","","","","051-723-3458","","","","부산광역시 기장군 기장읍 차성로321번길 15, 101호 (월드파크빌)","46060","CU 기장스카이점","20180529153816","I","2018-08-31 23:59:59.0","","401289.691832671","196421.694145887","100",
"2484","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500009","20180628","","01","영업/정상","13","영업중","","","","","0517273714","","","부산광역시 기장군 장안읍 명례리 산 78번지 1호 장안휴게소상행","부산광역시 기장군 장안읍 동해고속도로 26, 장안휴게소상행","46028","(주)에이치앤디이 장안(울산)휴게소","20180628131706","I","2018-08-31 23:59:59.0","","404248.383702356","211459.001777975","",
"2485","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500010","20180628","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 방곡리 407번지 정관 가화만사성 더 테라스 1차","부산광역시 기장군 정관읍 구연방곡로 120, 302동 113, 113-1호 (정관 가화만사성 더 테라스 1차)","46022","CU정관가화점","20180628133816","I","2018-08-31 23:59:59.0","","399038.764352432","204726.996683244","",
"2486","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320183400013087500011","20180709","","01","영업/정상","13","영업중","","","","","0517282610","","","부산광역시 기장군 정관읍 모전리 730번지 이지 더원 3차 아파트","부산광역시 기장군 정관읍 정관로 350, 322동 115~6호 (이지 더원 3차 아파트)","46007","씨유 정관이지더원3차점","20180709171809","I","2018-08-31 23:59:59.0","","396583.813926496","206184.609573703","",
"2487","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320143400013087500007","20140325","","01","영업/정상","13","영업중","","","","","051-728-5485","","","부산광역시 기장군 정관읍 용수리 1318 정관 협성르네상스 타운","부산광역시 기장군 정관읍 정관4로 68, 201동 104,105호 (정관 협성르네상스 타운)","46014","CU 정관협성점","20220218183201","U","2022-02-20 02:40:00.0","","397633.291423918","205208.771311551","66.12",
"2488","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320143400013087500008","20140331","","01","영업/정상","13","영업중","","","","","051-724-6890","","","","부산광역시 기장군 기장읍 대청로 45","46070","CU 기장가인점","20140403085539","I","2018-08-31 23:59:59.0","","401647.33028000000","195742.19997200000","138.84",
"2489","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320143400013087500009","20140618","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 정관면 모전1길 36, 1층","46008","씨유 정관모전리점","20140624135253","I","2018-08-31 23:59:59.0","","397173.11711000000","206576.72514900000","52.46",
