"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","기공용레스수","원심주조기수","기공용모터수","아세틸렌수","치과용프레스수","전기로수","포셀린로수","초음파청소기수","서베이어수","진동기수","트리머수","기공용컴프레서수","샌드기수","진공매몰기수","핀덱스수",
"457","치과기공소","01_02_04_P","3340000","PHMB320123340025062300001","20121115","","03","폐업","03","폐업","20170224","","","","202-7440","","604850","부산광역시 사하구 하단1동 590번지 5호  하이웰빌딩 5층","부산광역시 사하구 하신중앙로 331, 5층 (하단동, 하이웰빌딩)","49427","이플러스 치과기공소","20170224135838","I","2018-08-31 23:59:59.0","","379202.091087337","180244.862068492","1","1","7","23","2","2","1","1","2","1","1","1","1","1","1",
"458","치과기공소","01_02_04_P","3340000","PHMB320073340025062300002","20071106","","03","폐업","03","폐업","20101025","","","","206-2804","","604848","부산광역시 사하구 하단1동 614번지 11호 2층","부산광역시 사하구 낙동대로457번길 51 (하단동,2층)","","금석치과기공소","20101130135725","I","2018-08-31 23:59:59.0","","379190.772192537","180125.96572635","1","1","2","1","1","1","1","1","1","1","1","","","","",
"459","치과기공소","01_02_04_P","3340000","PHMB320103340025062300004","20101027","","03","폐업","03","폐업","20120427","","","","","","604850","부산광역시 사하구 하단1동 901번지 1호 4층","부산광역시 사하구 동매로 12 (하단동,4층)","","성호치과기공소","20120427150317","I","2018-08-31 23:59:59.0","","378604.915631353","180033.222144296","1","1","2","1","1","1","1","1","1","1","1","0","0","0","0",
"460","치과기공소","01_02_04_P","3340000","PHMB320143340025062300001","20140218","","03","폐업","03","폐업","20180213","","","","465-2804","","604849","부산광역시 사하구 하단동 592번지 3호","부산광역시 사하구 낙동남로 1396, 3층 (하단동)","49426","어울림치과기공소","20180213115517","I","2018-08-31 23:59:59.0","","379022.648356641","180296.473760731","1","1","3","1","1","1","1","1","1","1","1","1","2","1","1",
"461","치과기공소","01_02_04_P","3340000","PHMB320153340025062300002","20151130","","03","폐업","03","폐업","20211126","","","","051-202-2805","","","부산광역시 사하구 괴정동 328번지 5호","부산광역시 사하구 낙동대로 134, 2층 (괴정동)","49346","하이덴치과기공소","20211126181935","U","2021-11-28 02:40:00.0","","382413.156299799","180113.252992262","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"462","치과기공소","01_02_04_P","3340000","PHMB320053340025062300001","20050701","","03","폐업","03","폐업","20130401","","","","293-5182","","604816","부산광역시 사하구 괴정4동 1207번지 85호","부산광역시 사하구 장평로 370 (괴정동)","604862","남도치과기공소","20130401141324","I","2018-08-31 23:59:59.0","","380439.157280164","179269.085442876","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"463","치과기공소","01_02_04_P","3340000","PHMB320113340025062300001","20110523","","03","폐업","03","폐업","20160226","","","","051-204-3070","","604848","부산광역시 사하구 하단1동 624번지 2호 3층","부산광역시 사하구 제석로 16 (하단동,3층)","","요셉치과기공소","20160226171551","I","2018-08-31 23:59:59.0","","379656.636351541","180050.922003141","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1",
"464","치과기공소","01_02_04_P","3340000","PHMB320183340025062300006","20150807","","03","폐업","03","폐업","20220531","","","","051-902-2804","","","부산광역시 사하구 장림동 228번지 1호","부산광역시 사하구 다대로 269, 4층 1호 (장림동)","49509","YM덴탈ARTLAP","20220531132106","U","2022-06-02 02:40:00.0","","380302.174103812","177266.835863771","1","1","4","1","2","2","3","2","2","2","2","1","2","2","2",
"465","치과기공소","01_02_04_P","3340000","PHMB320193340025062300001","20190715","","01","영업/정상","13","영업중","","","","","051-714-2833","","","부산광역시 사하구 하단동 592번지 3호","부산광역시 사하구 낙동남로 1396, 3층 (하단동)","49426","미플란트치과기공소","20190716141322","I","2019-07-18 02:21:40.0","","379022.648356641","180296.473760731","1","1","3","1","1","2","1","1","1","1","1","1","2","1","1",
"466","치과기공소","01_02_04_P","3340000","PHMB320183340025062300001","20180302","","01","영업/정상","13","영업중","","","","","051-913-2801","","","","부산광역시 사하구 낙동대로 419, 3층 (하단동)","49410","혜윰치과기공소","20210118151938","U","2021-01-20 02:40:00.0","","379763.756203776","180076.025049449","1","1","6","1","1","1","2","1","1","1","1","1","1","1","1",
"467","치과기공소","01_02_04_P","3340000","PHMB320183340025062300002","20180322","","01","영업/정상","13","영업중","","","","","051-208-2804","","","부산광역시 사하구 하단동 885번지 6호","부산광역시 사하구 하신번영로 316, 2층 (하단동)","49306","다올덴탈랩치과기공소","20180322170639","I","2018-08-31 23:59:59.0","","378545.36932069","180642.970109868","1","1","3","0","1","1","2","1","1","1","1","1","1","1","1",
"468","치과기공소","01_02_04_P","3340000","PHMB320183340025062300003","20180328","","01","영업/정상","13","영업중","","","","","051-292-3315","","","부산광역시 사하구 하단동 180번지 2호","부산광역시 사하구 낙동대로451번안길 25, 2,4층 (하단동)","49409","DNA치과기공소","20190516134520","U","2019-05-18 02:40:00.0","","379349.842135077","180166.599888526","1","1","5","1","1","2","1","1","1","1","1","2","1","1","1",
"469","치과기공소","01_02_04_P","3340000","PHMB320183340025062300004","20180404","","01","영업/정상","13","영업중","","","","","051-291-2804","","","부산광역시 사하구 신평동 5번지 6호","부산광역시 사하구 장평로301번길 34, 지하1층 (신평동)","49418","준치과기공소","20180404144022","I","2018-08-31 23:59:59.0","","379897.421061278","179026.193799998","2","1","5","0","1","1","2","2","5","2","1","1","2","3","2",
"470","치과기공소","01_02_04_P","3340000","PHMB319963340025062300001","19961226","","01","영업/정상","13","영업중","","","","","201-2224","","","부산광역시 사하구 괴정동 491번지 8호 세광빌딩","부산광역시 사하구 사하로 141, 세광빌딩 5층 (괴정동)","49388","에이스치과기공소","20180730150913","I","2018-08-31 23:59:59.0","","381660.596139604","179090.067627135","1","1","5","1","2","2","1","1","1","1","1","1","2","1","1",
"471","치과기공소","01_02_04_P","3340000","PHMB320003340025062300001","20000308","","01","영업/정상","13","영업중","","","","","207-3385","","604815","부산광역시 사하구 괴정동 890번지 2호","부산광역시 사하구 사하로197번길 38 (괴정동)","","한빛치과기공소","20120112153403","I","2018-08-31 23:59:59.0","","381512.579882928","179556.950290021","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1",
"472","치과기공소","01_02_04_P","3340000","PHMB320193340025062300002","20170215","","01","영업/정상","13","영업중","","","","","051-807-2804","","","부산광역시 사하구 하단동 888번지 11호 티파니빌라트","부산광역시 사하구 하신번영로 294, 2층 201호 (하단동, 티파니빌라트)","49306","참진치과기공소","20201008085906","U","2020-10-10 02:40:00.0","","378529.319941074","180435.946295911","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"473","치과기공소","01_02_04_P","3340000","PHMB320113340025062300003","20111207","","01","영업/정상","13","영업중","","","","","051-206-2809","","604021","부산광역시 사하구 하단1동 717번지 1호 청구아파트 3동 302,304호","부산광역시 사하구 낙동대로520번길 14 (하단동)","49324","에덴치과기공소","20170726113714","I","2018-08-31 23:59:59.0","","379318.830782495","180811.705928289","1","1","3","1","1","1","2","1","1","1","1","1","1","1","1",
"474","치과기공소","01_02_04_P","3340000","PHMB320133340025062300001","20130117","","01","영업/정상","13","영업중","","","","","853-2553","","604804","부산광역시 사하구 감천1동 182번지 26호 2층","부산광역시 사하구 감천로 189, 2층 (감천동)","49378","칼라치과기공소","20140519181039","I","2018-08-31 23:59:59.0","","383216.16755065","177831.747682828","1","1","4","5","1","2","2","2","2","1","1","1","1","1","1",
"475","치과기공소","01_02_04_P","3340000","PHMB320003340025062300002","20000523","","01","영업/정상","13","영업중","","","","","293-2861","","604829","부산광역시 사하구 당리동 307번지 29호","부산광역시 사하구 승학로 38-1 (당리동)","","대성치과기공소","20140827152610","I","2018-08-31 23:59:59.0","","379799.387469493","180353.22666103","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"476","치과기공소","01_02_04_P","3340000","PHMB320153340025062300001","20150722","","01","영업/정상","13","영업중","","","","","051-292-2835","","604831","부산광역시 사하구 당리동 350번지 22호","부산광역시 사하구 승학로 144, 2층 (당리동)","49331","The나은치과기공소","20160628163805","I","2018-08-31 23:59:59.0","","380704.43658061","180019.412793938","1","1","3","0","1","2","1","1","1","1","1","1","2","1","1",
"477","치과기공소","01_02_04_P","3340000","PHMB320173340025062300001","20170410","","01","영업/정상","13","영업중","","","","","051-208-2955","","","부산광역시 사하구 당리동 324번지 25호","부산광역시 사하구 괴정로 109 (당리동)","49411","찬스치과기공소","20180322091400","I","2018-08-31 23:59:59.0","","380111.186758594","179909.355201929","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"478","치과기공소","01_02_04_P","3340000","PHMB320013340025062300001","20010810","","01","영업/정상","13","영업중","","","","","292-3598","","","부산광역시 사하구 하단동 180번지 2호","부산광역시 사하구 낙동대로451번안길 25, 3층 (하단동)","49409","덴탑치과기공소","20180316180938","I","2018-08-31 23:59:59.0","","379349.842135077","180166.599888526","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"479","치과기공소","01_02_04_P","3340000","PHMB320113340025062300002","20110607","","01","영업/정상","13","영업중","","","","","206-8222","","604829","부산광역시 사하구 당리동 312번지 24호 4층","부산광역시 사하구 승학로 41 (당리동,4층)","","인성치과기공소","20110607094830","I","2018-08-31 23:59:59.0","","379849.699216777","180348.468538263","1","1","5","1","1","1","1","1","1","1","1","","","","",
"480","치과기공소","01_02_04_P","3340000","PHMB320183340025062300005","20180730","","01","영업/정상","13","영업중","","","","","051-201-2881","","","부산광역시 사하구 괴정동 491번지 8호 세광빌딩","부산광역시 사하구 사하로 141, 세광빌딩 6층 (괴정동)","49388","프랜드치과기공소","20180730165124","I","2018-08-31 23:59:59.0","","381660.596139604","179090.067627135","1","1","3","1","1","1","3","1","1","1","1","1","2","1","1",
"481","치과기공소","01_02_04_P","3340000","PHMB320213340025062300002","20211203","","01","영업/정상","13","영업중","","","","","051-202-2805","","","부산광역시 사하구 괴정동 328-5","부산광역시 사하구 낙동대로 134, 2층 (괴정동)","49346","하이덴 치과기공소","20211203111355","I","2021-12-05 00:22:43.0","","382413.156299799","180113.252992262","2","1","3","1","2","1","1","1","1","1","1","1","2","1","1",
"482","치과기공소","01_02_04_P","3340000","PHMB320213340025062300001","20210525","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 하단동 592-17","부산광역시 사하구 낙동남로 1400, 4층 401호 (하단동)","49426","더본치과기공소","20220629171617","U","2022-07-01 02:40:00.0","","379055.975586205","180297.164569826","1","1","4","1","1","1","2","1","1","1","1","1","1","1","1",
"483","치과기공소","01_02_04_P","3340000","PHMB320203340025062300001","20201008","","01","영업/정상","13","영업중","","","","","051-203-2804","","","부산광역시 사하구 당리동 331-48","부산광역시 사하구 괴정로 114, 5층 (당리동)","49412","오름치과기공소","20210817113304","U","2021-08-19 02:40:00.0","","380113.573315783","179854.487230779","1","1","4","1","1","2","1","1","1","1","1","2","2","1","1",
"484","치과기공소","01_02_04_P","3340000","PHMB320223340025062300001","20220531","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사하구 다대로 269(장림동)","49509","타임치과기공소","20220602161632","I","2022-06-04 00:22:32.0","","380302.174103812","177266.835863771","1","1","3","1","1","2","1","1","2","1","1","2","1","1","1",
"485","치과기공소","01_02_04_P","3350000","PHMB320043350024062300002","19941118","","03","폐업","03","폐업","19990525","","","","518-9771","","609800","부산광역시 금정구 구서동 415번지 101호","부산광역시 금정구 구서로 5 (구서동)","","윤치과기공소","20081216094118","I","2018-08-31 23:59:59.0","","390190.537235875","196142.430680881","1","1","2","1","1","1","1","1","1","1","1","","","","",
"486","치과기공소","01_02_04_P","3350000","PHMB320083350024062300001","20081218","","03","폐업","03","폐업","20091119","","","","582-5498","","609842","부산광역시 금정구 장전동 603번지 9호 202호","부산광역시 금정구 식물원로29번길 16 (장전동,202호)","","부광치과기공소","20091119101955","I","2018-08-31 23:59:59.0","","389702.459298064","193624.786588922","1","1","2","1","1","1","1","1","1","1","1","","","","",
