"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"312","저수조청소업","09_30_14_P","3350000","335000031201800001","20180622","","01","영업/정상","11","정상","","","","","051-583-3676","","","부산광역시 금정구 부곡동 323-28","부산광역시 금정구 가마실로 38-1, 1층 (부곡동)","46305","대가종합환경","20180622181930","I","2018-08-31 23:59:59.0","","390481.209767978","193671.141818615","31","","","","","","","저수조청소업",
"313","저수조청소업","09_30_14_P","3350000","335000031201800003","20181022","","01","영업/정상","11","정상","","","","","","","","부산광역시 금정구 서동 557-70","부산광역시 금정구 삼차로 47, 1층 (서동)","46322","부산경남클린","20181019181529","I","2018-10-21 02:37:54.0","","390886.406825898","192802.965946796","31","","","","","","","저수조청소업",
"314","저수조청소업","09_30_14_P","3350000","335000031202000001","20201230","","01","영업/정상","11","정상","","","","","","","","부산광역시 금정구 두구동 1048-1","부산광역시 금정구 체육공원로 686, 1층 (두구동)","46208","사회적기업 유디코","20210104113922","I","2021-01-06 00:23:05.0","","392058.682683496","202310.122801006","31","","","","","","","저수조청소업",
"315","저수조청소업","09_30_14_P","3350000","335000031202100001","20220510","","01","영업/정상","11","정상","","","","","","","","부산광역시 금정구 부곡동 235-13","부산광역시 금정구 중앙대로1685번길 19, 1층 (부곡동)","46278","합천테크","20220510193349","U","2022-05-12 02:40:00.0","","390241.969668462","194837.216911232","31","","0","","","","","저수조청소업",
"316","저수조청소업","09_30_14_P","3350000","335000031200300001","20071227","","03","폐업","2","폐업","20190123","","","","","","","부산광역시 금정구 구서동 420-8","부산광역시 금정구 중앙대로1805번길 24 (구서동)","","세진수조기업","20190124092116","U","2019-01-26 02:40:00.0","","390344.263834874","195924.271282909","31","","","","","","영업부진 등","저수조청소업",
"317","저수조청소업","09_30_14_P","3350000","335000031200300003","19941029","","03","폐업","2","폐업","20080910","","","","","","","부산광역시 금정구 장전동 222-48 5통3반","","","선경종합환경","20150105205753","I","2018-08-31 23:59:59.0","","389958.039187704","195049.858846443","31","","","","","","사업장 폐쇄","저수조청소업",
"318","저수조청소업","09_30_14_P","3350000","335000031200300004","19941029","","03","폐업","2","폐업","20080910","","","","","","","부산광역시 금정구 장전동 619-11","","","국제안전공사","20150105205753","I","2018-08-31 23:59:59.0","","389651.679249198","193757.337110189","31","","","","","","사업장 폐쇄","저수조청소업",
"319","저수조청소업","09_30_14_P","3350000","335000031200300005","20060508","","03","폐업","2","폐업","","","","","","","","부산광역시 금정구 부곡동 720-6","","","국제종합용역","20150105205753","I","2018-08-31 23:59:59.0","","390648.197909111","193483.094473593","31","","","","","","폐업","저수조청소업",
"320","저수조청소업","09_30_14_P","3350000","335000031200300006","20060420","","03","폐업","2","폐업","","","","","","","","부산광역시 금정구 남산동 989-46","","","태주개발(주)","20150105205753","I","2018-08-31 23:59:59.0","","389617.245507714","198380.703476631","31","","","","","","폐업","저수조청소업",
"321","저수조청소업","09_30_14_P","3350000","335000031200300008","20030526","","03","폐업","2","폐업","","","","","","","","부산광역시 금정구 장전동 62-15 401호","","","대원엔지니어링","20150105205753","I","2018-08-31 23:59:59.0","","389999.36878733","195623.158860219","31","","","","","","영업부진으로 폐업","저수조청소업",
"322","저수조청소업","09_30_14_P","3350000","335000031201400003","20141118","","03","폐업","2","폐업","20190123","","","","051-583-9518","","","부산광역시 금정구 남산동 961-16","부산광역시 금정구 금샘로 561, 3층 (남산동, 남산빌딩)","","준건설주식회사","20190124092322","U","2019-01-26 02:40:00.0","","389638.926109332","199001.043230417","31","","","","","","영업부진 등","저수조청소업",
"323","저수조청소업","09_30_14_P","3350000","335000031201400004","20141201","","03","폐업","2","폐업","20190826","","","","051-523-7552","","","","부산광역시 금정구 서곡로34번길 15 (서동)","","미래종합환경","20190828174339","U","2019-08-30 02:40:00.0","","391564.508071416","193015.053630926","31","","","","","","사업부진
영업장 계약기간 만료로 사업장 이전 등","저수조청소업",
"324","저수조청소업","09_30_14_P","3350000","335000031201500002","20150623","","03","폐업","2","폐업","20180629","","","","","","","","부산광역시 금정구 동부곡로6번길 22 (부곡동)","","청소짝꿍방역","20180702132647","I","2018-08-31 23:59:59.0","","390387.277428102","193733.462264742","31","","","","","","자진폐업","저수조청소업",
"325","저수조청소업","09_30_14_P","3350000","335000031201500003","20151106","","03","폐업","2","폐업","20190130","","","","051-583-1190","","","부산광역시 금정구 부곡동 64-5","부산광역시 금정구 부곡온천천로 196 (부곡동)","","에코스타(주)","20190212130526","U","2019-02-14 02:40:00.0","","390253.670587968","195727.035504105","31","","","","","","개인사유","저수조청소업",
"326","저수조청소업","09_30_14_P","3350000","335000031201600001","20160712","","03","폐업","2","폐업","20190601","","","","051-469-1191","","","부산광역시 금정구 부곡동 333-1 지하","부산광역시 금정구 부곡로 79 (부곡동, 지하)","","(주)뉴스타시큐리티","20190530174111","U","2019-06-01 02:40:00.0","","390264.860388834","193541.558799931","31","","","","","","자진폐업","저수조청소업",
"327","저수조청소업","09_30_14_P","3350000","335000031200300011","20110829","","03","폐업","2","폐업","20110829","","","","582-4227~8","","","부산광역시 금정구 장전동 596-5","","","주식회사 국제미래시스템","20150105205753","I","2018-08-31 23:59:59.0","","389456.297441879","193644.153767377","31","","","","","","자진폐업","저수조청소업",
"328","저수조청소업","09_30_14_P","3350000","335000031200300012","20050418","","03","폐업","2","폐업","","","","","","","","부산광역시 금정구 남산동 993-13","","","덕진개발","20150105205753","I","2018-08-31 23:59:59.0","","389720.088538915","198183.993931459","31","","","","","","동래구 전출","저수조청소업",
"329","저수조청소업","09_30_14_P","3350000","335000031200500001","20080929","","03","폐업","2","폐업","20190201","","","","051-582-2560","","","부산광역시 금정구 부곡동 394-16","","","보람종합시스템","20190201174737","U","2019-02-03 02:40:00.0","","390011.221693685","193162.698503278","31","","","","","","자진폐업(영업부진)","저수조청소업",
"330","저수조청소업","09_30_14_P","3350000","335000031200500003","20080926","","03","폐업","2","폐업","20190121","","","","051-516-3759","","","부산광역시 금정구 구서동 167-1","","","재유종합관리(주)","20190124092222","U","2019-01-26 02:40:00.0","","390097.071307468","197396.068649936","31","","","","","","영업부진 등","저수조청소업",
"331","저수조청소업","09_30_14_P","3350000","335000031200600001","20070528","","03","폐업","2","폐업","","","","","512-8240","","","부산광역시 금정구 구서동 84-1","","","(주)대한특수개발","20150105205753","I","2018-08-31 23:59:59.0","","390320.731905369","196135.679226719","31","","","","","","사무실 이전","저수조청소업",
"332","저수조청소업","09_30_14_P","3350000","335000031200600002","20090708","","03","폐업","2","폐업","20090708","","","","051-507-6071","","","부산광역시 금정구 장전동 608-33 효산빌딩 1층 8호","","","(주)만비종합관리","20150105205753","I","2018-08-31 23:59:59.0","","389828.82784136","193622.59276694","31","","","","","","영업장 이전","저수조청소업",
"333","저수조청소업","09_30_14_P","3350000","335000031200800001","20080910","","03","폐업","2","폐업","20190123","","","","051-516-9901","","","부산광역시 금정구 남산동 1001-46 202호","","","(주)피엔씨","20190124092421","U","2019-01-26 02:40:00.0","","389818.952880792","197852.093229957","31","","","","","","영업부진 등","저수조청소업",
"334","저수조청소업","09_30_14_P","3350000","335000031200800002","20100524","","03","폐업","2","폐업","20100524","","","","531-4680","","","부산광역시 금정구 구서동 164-12","","","부일환경개발","20150105205753","I","2018-08-31 23:59:59.0","","390124.376065203","197504.804067934","31","","","","","","영업장 이전","저수조청소업",
"335","저수조청소업","09_30_14_P","3350000","335000031201800002","20180622","","03","폐업","2","폐업","20190829","","","","","","","부산광역시 금정구 서동 302-733","부산광역시 금정구 삼차로 82 (서동)","46325","그린사랑","20190830113109","U","2019-09-01 02:40:00.0","","391177.654522631","192640.586987928","31","","","","","","사업부진","저수조청소업",
"336","저수조청소업","09_30_14_P","3350000","335000031201000001","20100702","","03","폐업","2","폐업","20100702","","","","","","","부산광역시 금정구 청룡동 44-15 5층","","","(주)다올","20150105205753","I","2018-08-31 23:59:59.0","","390027.195360975","199378.846451463","31","","","","","","사업장 이전(소재지 타구 이전)","저수조청소업",
"337","저수조청소업","09_30_14_P","3350000","335000031201100001","20110930","","03","폐업","2","폐업","20151222","","","","051-506-2804","","","부산광역시 금정구 장전동 596-5 3층","","","국제미래시스템","20151223134719","I","2018-08-31 23:59:59.0","","389456.297441879","193644.153767377","31","","","","","","개인사정","저수조청소업",
"338","저수조청소업","09_30_14_P","3350000","335000031201400001","20141029","","03","폐업","2","폐업","20211219","","","","","","","부산광역시 금정구 남산동 115-11","부산광역시 금정구 중앙대로2035번길 27-4 (남산동)","","삼부환경개발","20211229164836","U","2021-12-31 02:40:00.0","","390192.926377735","198313.173551772","31","","0","","","","개인 사정","저수조청소업",
"339","저수조청소업","09_30_14_P","3350000","335000031201400002","20140620","","03","폐업","2","폐업","20180622","","","","051-516-3636","","","부산광역시 금정구 부곡동 305-6","부산광역시 금정구 동부곡로6번길 16 (부곡동)","","(주)대가종합환경","20180628173425","I","2018-08-31 23:59:59.0","","390397.983706691","193757.205177718","31","","","","","","자진폐업","저수조청소업",
"340","저수조청소업","09_30_14_P","3360000","336000031202100002","20220111","","01","영업/정상","11","정상","","","","","","","","부산광역시 강서구 신호동 212-6","부산광역시 강서구 신호산단1로 215, 301호 (신호동)","46759","(주)동남이앤씨","20220317171137","U","2022-03-19 02:40:00.0","","371525.457259634","177979.644293801","31","","0","","","","","저수조청소업",
