"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","약국영업면적","지정일자",
"2313","약국","01_01_06_P","3330000","PHMD120123330024084000007","20120316","","03","폐업","03","폐업","20120716","","","","746-8813","","612821","부산광역시 해운대구 우동 640번지 5호","부산광역시 해운대구 해운대로 589 (우동)","612821","새희망약국","20120831153817","I","2018-08-31 23:59:59.0","","396338.471180642","186900.437044688","53.52","20120316",
"2314","약국","01_01_06_P","3330000","PHMD120123330024084000008","20120330","","03","폐업","03","폐업","20130319","","","","746-2201","","612827","부산광역시 해운대구 우동 1091번지 10호","부산광역시 해운대구 해운대로 373-2 (우동)","612827","센텀우리약국","20130319095914","I","2018-08-31 23:59:59.0","","394708.079719284","187731.707241133","49.3","20120330",
"2315","약국","01_01_06_P","3330000","PHMD120133330024084000001","20130118","","03","폐업","03","폐업","20130221","","","","743-5996","","612823","부산광역시 해운대구 우동 1078번지 1호 신세계프라자","부산광역시 해운대구 해운대로 407, 107108호 (우동, 신세계프라자)","612823","신세계약국","20130221132427","I","2018-08-31 23:59:59.0","","394974.292766227","187505.194990201","127.77","20130118",
"2316","약국","01_01_06_P","3330000","PHMD119753330024084000002","19751208","","03","폐업","03","폐업","20210525","","","","051-746-8453","","612819","부산광역시 해운대구 우동 548번지 4호","부산광역시 해운대구 구남로 3 (우동)","48095","세영약국","20210526130635","U","2021-05-28 02:40:00.0","","396666.322426785","187053.620031474","0","19751208",
"2317","약국","01_01_06_P","3330000","PHMD119883330024084000001","19880705","","03","폐업","03","폐업","20130816","","","","051-746-0149","","612011","부산광역시 해운대구 중1동 1398-23","","","동서약국","20130816103313","I","2018-08-31 23:59:59.0","","","","0","19880705",
"2318","약국","01_01_06_P","3330000","PHMD119883330024084000002","19880715","","03","폐업","03","폐업","20100701","","","","051-528-6634","","612061","부산광역시 해운대구 반여1동 1364-7","","","제형약국","20100701103604","I","2018-08-31 23:59:59.0","","","","0","19880715",
"2319","약국","01_01_06_P","3330000","PHMD119923330024084000003","19921022","","03","폐업","03","폐업","20110524","","","","051-747-6087","","612022","부산광역시 해운대구 우2동 1089-7","","","대영약국","20110524100015","I","2018-08-31 23:59:59.0","","","","0","19921022",
"2320","약국","01_01_06_P","3330000","PHMD119923330024084000004","19921218","","03","폐업","03","폐업","20100318","","","","051-543-8701","","612082","부산광역시 해운대구 반송2동 899","","","정원약국","20100318093418","I","2018-08-31 23:59:59.0","","","","0","19921218",
"2321","약국","01_01_06_P","3330000","PHMD119933330024084000001","19930113","","03","폐업","03","폐업","20110131","","","","051-784-1529","","612051","부산광역시 해운대구 재송1동 1086-2","","","유명약국","20110201104750","I","2018-08-31 23:59:59.0","","","","0","19930113",
"2322","약국","01_01_06_P","3330000","PHMD119933330024084000002","19930617","","03","폐업","03","폐업","20090302","","","","051-742-4010","","612021","부산광역시 해운대구 우1동 381-2","","","대진약국","20090303114751","I","2018-08-31 23:59:59.0","","","","0","19930617",
"2323","약국","01_01_06_P","3330000","PHMD119723330024084000001","19720105","","03","폐업","03","폐업","20161129","","","","051-742-7575","","612847","부산광역시 해운대구 중동 1126번지 18호","부산광역시 해운대구 달맞이길 2-13 (중동)","48099","성약국","20161129133117","I","2018-08-31 23:59:59.0","","397267.694769356","186855.123211441","0","19720105",
"2324","약국","01_01_06_P","3330000","PHMD120143330024084000005","20140317","","03","폐업","03","폐업","20150413","","","","051-545-2070","","612800","부산광역시 해운대구 반송동 40번지 573호","부산광역시 해운대구 반송로924번길 14-1 (반송동)","612800","코끼리약국","20150409174909","I","2018-08-31 23:59:59.0","","396165.833042722","194653.157440557","69.21","20140317",
"2325","약국","01_01_06_P","3330000","PHMD119903330024084000002","19901124","","03","폐업","03","폐업","20150606","","","","051-783-4250","","612814","부산광역시 해운대구 반여동 1291번지 811호","부산광역시 해운대구 재반로 198-1 (반여동)","612814","동민약국","20150608094648","I","2018-08-31 23:59:59.0","","393997.613111312","190486.549053255","0","19901124",
"2326","약국","01_01_06_P","3330000","PHMD119913330024084000001","19910404","","03","폐업","03","폐업","20120622","","","","051-781-4251","","612052","부산광역시 해운대구 재송2동 1040-11","","","유일약국","20120622175005","I","2018-08-31 23:59:59.0","","","","0","19910404",
"2327","약국","01_01_06_P","3330000","PHMD119923330024084000001","19920221","","03","폐업","03","폐업","20090620","","","","051-542-6358","","612082","부산광역시 해운대구 반송2동 22-37","","","광제당약국","20100930194139","I","2018-08-31 23:59:59.0","","","","0","19920221",
"2328","약국","01_01_06_P","3330000","PHMD119923330024084000002","19921019","","03","폐업","03","폐업","20130923","","","","051-544-2323","","612081","부산광역시 해운대구 반송1동 250-198","부산광역시 해운대구 아랫반송로 38-1 (반송동)","612081","대우약국","20130917103959","I","2018-08-31 23:59:59.0","","395625.952398673","193757.858225287","36.3","19921019",
"2329","약국","01_01_06_P","3330000","PHMD120153330024084000008","20150625","","03","폐업","03","폐업","20160602","","","","051-744-5375","","612821","부산광역시 해운대구 우동 641번지 15호","부산광역시 해운대구 구남로8번길 62 (우동)","48094","후문약국","20160602165014","I","2018-08-31 23:59:59.0","","396392.515044569","186839.509693028","74.82","20150625",
"2330","약국","01_01_06_P","3330000","PHMD120153330024084000009","20150701","","03","폐업","03","폐업","20180814","","","","051-543-7788","","612802","부산광역시 해운대구 반송동 250번지 212호","부산광역시 해운대구 아랫반송로 31 (반송동)","48019","성민약국","20180814094658","I","2018-08-31 23:59:59.0","","395594.653251297","193832.62398138","70.55","20150701",
"2331","약국","01_01_06_P","3330000","PHMD120153330024084000010","20150706","","03","폐업","03","폐업","20171218","","","","051-528-9200","","612815","부산광역시 해운대구 반여동 1476번지 93호","부산광역시 해운대구 선수촌로 7, 102호 (반여동, 반여메디컬센터)","48043","새편한이웃약국","20171218091432","I","2018-08-31 23:59:59.0","","392879.758608629","190416.431934508","96.04","20150706",
"2332","약국","01_01_06_P","3330000","PHMD120153330024084000015","20150914","","03","폐업","03","폐업","20171201","","","","051-703-2902","","","부산광역시 해운대구 좌동 1307번지","부산광역시 해운대구 좌동순환로 252, 105호 (좌동, 대원아파트상가)","48107","대학약국","20171201091249","I","2018-08-31 23:59:59.0","","398587.756504036","188114.028456529","49.5","20150914",
"2333","약국","01_01_06_P","3330000","PHMD120153330024084000016","20150924","","03","폐업","03","폐업","20180116","","","","051-701-8608","","","부산광역시 해운대구 좌동 1314번지 2호","부산광역시 해운대구 세실로 64, 201-2호 (좌동, 화목데파트)","48107","화목2층약국","20180116093222","I","2018-08-31 23:59:59.0","","398320.764293408","187928.258297607","73.13","20150924",
"2334","약국","01_01_06_P","3330000","PHMD119833330024084000002","19831027","","03","폐업","03","폐업","20100910","","","","051-781-8129","","612062","부산광역시 해운대구 반여2동 1291-1215","","","사상오체삼화약국","20100910152852","I","2018-08-31 23:59:59.0","","","","81.49","19831027",
"2335","약국","01_01_06_P","3330000","PHMD119843330024084000001","19841024","","03","폐업","03","폐업","20150701","","","","051-543-7788","","612802","부산광역시 해운대구 반송동 250번지 212호","부산광역시 해운대구 아랫반송로 31 (반송동)","612802","성민약국","20150701091403","I","2018-08-31 23:59:59.0","","395594.653251297","193832.62398138","70.55","19841024",
"2336","약국","01_01_06_P","3330000","PHMD119873330024084000001","19871009","","03","폐업","03","폐업","20110719","","","","051-744-0736","","612011","부산광역시 해운대구 중1동 684-13","","","바다약국","20110719133947","I","2018-08-31 23:59:59.0","","","","0","19871009",
"2337","약국","01_01_06_P","3330000","PHMD120143330024084000007","20140501","","03","폐업","03","폐업","20150914","","","","051-703-2902","","612786","부산광역시 해운대구 좌동 1307번지 대원아파트상가 105호","부산광역시 해운대구 좌동순환로 252, 105호 (좌동, 대원아파트상가)","48107","대학약국","20150909121539","I","2018-08-31 23:59:59.0","","398587.756504036","188114.028456529","49.5","20140501",
"2338","약국","01_01_06_P","3330000","PHMD120143330024084000009","20140507","","03","폐업","03","폐업","20180615","","","","070-8886-7275","","612827","부산광역시 해운대구 우동 1124번지 26호 해운대센텀메디칼센터","부산광역시 해운대구 해운대로 369, 1층 (우동, 해운대센텀메디칼센터)","48062","센텀중앙약국","20180615112612","I","2018-08-31 23:59:59.0","","394690.127755749","187760.697320143","57.52","20140507",
"2339","약국","01_01_06_P","3330000","PHMD120143330024084000010","20140526","","03","폐업","03","폐업","20200110","","","","051-704-7533","","612759","부산광역시 해운대구 좌동 1438번지 대우2차아파트상가 106호","부산광역시 해운대구 좌동순환로 275, 106호 (좌동, 대우2차아파트상가)","48109","열린약국","20200110093942","U","2020-01-12 02:40:00.0","","398866.445014628","188038.176406302","59.4","20140526",
"2340","약국","01_01_06_P","3330000","PHMD120153330024084000017","20150930","","03","폐업","03","폐업","20191101","","","","051-731-1088","","","부산광역시 해운대구 우동 643번지 4호","부산광역시 해운대구 구남로8번길 77 (우동)","48094","가까운약국","20191101094048","U","2019-11-03 02:40:00.0","","396339.474889297","186761.660512291","77.97","20150930",
"2341","약국","01_01_06_P","3330000","PHMD119763330024084000001","19760324","","03","폐업","03","폐업","20171230","","","","051-746-7009","","612846","부산광역시 해운대구 중동 920번지 6호","부산광역시 해운대구 좌동순환로446번길 22 (중동)","48105","재영약국","20180102112922","I","2018-08-31 23:59:59.0","","397931.45169018","186925.354910537","0","19760324",
"2342","약국","01_01_06_P","3330000","PHMD119763330024084000002","19760430","","03","폐업","03","폐업","20180801","","","","051-527-0124","","612809","반여동 883번지 20호","부산광역시 해운대구 반여로167번길 76 (반여동)","48034","고은약국","20180801110345","I","2018-08-31 23:59:59.0","","393296.025330739","191930.353370927","0","19760430",
"2343","약국","01_01_06_P","3330000","PHMD120143330024084000014","20140806","","03","폐업","03","폐업","20170202","","","","051-747-0686","","612824","부산광역시 해운대구 우동 1434번지 3호","부산광역시 해운대구 해운대해변로 154 (우동)","48092","마리나약국","20170201174958","I","2018-08-31 23:59:59.0","","395729.409023099","186435.081797418","23.55","20140806",
"2344","약국","01_01_06_P","3330000","PHMD120143330024084000016","20141224","","03","폐업","03","폐업","20150819","","","","051-741-5554","","612847","부산광역시 해운대구 중동 1394번지 84호","부산광역시 해운대구 중동1로 26 (중동)","48095","우리약국","20150819095545","I","2018-08-31 23:59:59.0","","396925.073236606","187010.489864559","59.5","20141224",
"2345","약국","01_01_06_P","3330000","PHMD120153330024084000001","20150315","","03","폐업","03","폐업","20161219","","","","746-2201","","612827","부산광역시 해운대구 우동 1091번지 10호","부산광역시 해운대구 해운대로 373-2 (우동)","48062","센텀우리약국","20161219102945","I","2018-08-31 23:59:59.0","","394708.079719284","187731.707241133","49.3","20150315",
"2346","약국","01_01_06_P","3330000","PHMD120153330024084000003","20150413","","03","폐업","03","폐업","20160404","","","","051-545-2070","","612800","부산광역시 해운대구 반송동 40번지 571호","부산광역시 해운대구 반송로924번길 14-2 (반송동)","48007","코끼리약국","20160404092949","I","2018-08-31 23:59:59.0","","396170.483641513","194646.811529445","69.12","20150413",
"2347","약국","01_01_06_P","3330000","PHMD120153330024084000004","20150416","","03","폐업","03","폐업","20150924","","","","","","612839","부산광역시 해운대구 좌동 1314번지 2호 화목데파트상가 2층","부산광역시 해운대구 세실로 64, 2층 (좌동, 화목데파트상가)","48107","화목2층약국","20150924094712","I","2018-08-31 23:59:59.0","","398320.764293408","187928.258297607","82.5","20150416",
