"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"558","소독업","09_30_11_P","3330000","PHMB520093330024042500004","20091208","","03","폐업","03","폐업","20130103","","","","1599-1514","","612725","부산광역시 해운대구 우1동 1434번지 썬프라자 810호","부산광역시 해운대구 마린시티3로 1 (우동, 썬프라자 810호)","612725","순수공간 부산지사","20130104102554","I","2018-08-31 23:59:59.0","","395615.201853958","186406.750870936","49.92","14.4","1","2","1","5","5","5","5","1",
"559","소독업","09_30_11_P","3330000","PHMB520103330024042500002","20100623","","03","폐업","03","폐업","20110830","","","","051)740-5688","","612726","부산광역시 해운대구 우1동 760번지 3호 오션타워 1418호","부산광역시 해운대구 해운대해변로 203 (우동,오션타워 1418호)","","(주)사람과자연","20141124100954","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","38.37","1.62","1","2","1","5","5","5","5","1",
"560","소독업","09_30_11_P","3330000","PHMB520123330024042500001","20120705","","03","폐업","03","폐업","20180411","","","","","","","","부산광역시 해운대구 좌동순환로468번다길 46-1 (중동)","48103","(주)토탈케어","20180411135225","I","2018-08-31 23:59:59.0","","397911.804227559","187235.651545643","4","4","1","2","1","5","5","5","5","1",
"561","소독업","09_30_11_P","3330000","PHMB520183330024042500001","20170210","","03","폐업","03","폐업","20201111","","","","051-853-7700","","","부산광역시 해운대구 재송동 1208번지 2호 센텀스카이비즈","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 A동 3202호 (재송동)","48058","대동녹지건설(주)","20201111152738","U","2020-11-13 02:40:00.0","","393503.395720953","188279.474831569","92.28","11.47","1","2","0","3","5","5","5","1",
"562","소독업","09_30_11_P","3330000","PHMB520163330024042500001","20160119","","03","폐업","03","폐업","20180427","","","","","","","부산광역시 해운대구 재송동 1209번지","부산광역시 해운대구 센텀북대로 60, 706호 (재송동, 센텀아이에스타워)","48059","(주)윤앤트러스트","20180427102504","I","2018-08-31 23:59:59.0","","393527.757337839","188440.756376893","","","1","2","0","3","5","5","5","1",
"563","소독업","09_30_11_P","3330000","PHMB520163330024042500002","20160623","","03","폐업","03","폐업","20191125","","","","","","","","부산광역시 해운대구 아랫반송로21번길 40, 2층 (반송동)","48017","CEM","20191125180540","U","2019-11-27 02:40:00.0","","395543.327383278","194018.720342094","39.5","6.5","1","2","0","3","5","5","5","1",
"564","소독업","09_30_11_P","3330000","PHMB520133330024042500005","20131106","","03","폐업","03","폐업","20140723","","","","803-6562","","612729","부산광역시 해운대구 우1동 1433번지 현대까멜리아오뜨 오뜨동 1011호호","부산광역시 해운대구 마린시티1로 167, 오뜨동 10층 1011호 (우동)","612729","한국자산서비스주식회사","20140724091139","I","2018-08-31 23:59:59.0","","395812.483824917","186378.367552546","31.29","13.56","1","2","1","5","5","5","5","1",
"565","소독업","09_30_11_P","3330000","PHMB520143330024042500001","20140424","","03","폐업","03","폐업","20150729","","","","","","612815","부산광역시 해운대구 반여동 1372번지 3호","부산광역시 해운대구 반여로27번길 24-34 (반여동)","612815","EM차단방역센터","20150729171030","I","2018-08-31 23:59:59.0","","392959.585619653","190678.601912817","18.12","4.54","1","2","1","5","5","5","5","1",
"566","소독업","09_30_11_P","3330000","PHMB520143330024042500003","20141105","","03","폐업","03","폐업","20150625","","","","051-808-4306","","612828","부산광역시 해운대구 재송동 107번지 6호","부산광역시 해운대구 재반로 28-1 (재송동)","612828","(주)주우관리","20150625174234","I","2018-08-31 23:59:59.0","","393667.535488175","188962.562809018","44.01","10.2","1","2","1","5","5","5","5","1",
"567","소독업","09_30_11_P","3330000","PHMB520153330024042500003","20150915","","03","폐업","03","폐업","20170224","","","","","","","부산광역시 해운대구 우동 1523번지","부산광역시 해운대구 센텀1로 28, 102동 2003호 (우동, 더블유비씨더팔레스오피스텔)","48060","주식회사 엠에이치케이","20170224160356","I","2018-08-31 23:59:59.0","","394115.595090543","187246.521204797","","","2","2","0","3","5","5","5","1",
"568","소독업","09_30_11_P","3330000","PHMB519893330024042500001","19890112","","03","폐업","03","폐업","20101001","","","","783-7888","","612052","부산광역시 해운대구 재송2동 1057번지 2호","부산광역시 해운대구 재반로125번길 19 (재송동)","","경일방역","20101001193918","I","2018-08-31 23:59:59.0","","393526.456492785","189870.625583484","18.9","3","1","2","1","5","5","5","5","1",
"569","소독업","09_30_11_P","3330000","PHMB520013330024042500003","20011218","","03","폐업","03","폐업","20180427","","","","784-2878","","","부산광역시 해운대구 반여동 1291번지 1405호","부산광역시 해운대구 재반로212번길 33-52, 상가동 1층 2호 (반여동, 광우아파트)","48026","에이스","20180427102215","I","2018-08-31 23:59:59.0","","394226.889534347","190683.139002631","20.35","14.3","1","2","1","5","5","5","5","1",
"570","소독업","09_30_11_P","3330000","PHMB520063330024042500001","20060904","","03","폐업","03","폐업","20190207","","","","783-0757","","612833","부산광역시 해운대구 재송1동 1117번지 32호 2층","부산광역시 해운대구 재반로 71 (재송동,2층)","","(주)청진시스템","20190207164240","U","2019-02-09 02:40:00.0","","393572.102951486","189373.284388372","85.6","74.63","1","4","1","6","9","5","14","5",
"571","소독업","09_30_11_P","3330000","PHMB520083330024042500003","20080408","","03","폐업","03","폐업","20120703","","","","051-746-5991","","612021","부산광역시 해운대구 우1동 640번지 24호 국제빌딩 601호","부산광역시 해운대구 해운대로 575 (우동,국제빌딩 601호)","","(주)대원로이안","20120703171150","I","2018-08-31 23:59:59.0","","396225.196088216","186827.050655607","336.6","12.18","1","2","1","5","5","5","5","1",
"572","소독업","09_30_11_P","3330000","PHMB520103330024042500003","20101115","","03","폐업","03","폐업","20110427","","","","070-8255-9920","","612725","부산광역시 해운대구 우1동 1434번지 썬프라자 705호","부산광역시 해운대구 마린시티3로 1, 705호 (우동,썬프라자)","","지피(GP) 홈케어","20110506111334","I","2018-08-31 23:59:59.0","","395615.201853958","186406.750870936","61.75","3.24","1","2","1","5","5","5","5","1",
"573","소독업","09_30_11_P","3330000","PHMB520133330024042500004","20130822","","03","폐업","03","폐업","20140207","","","","740-5651","","612726","부산광역시 해운대구 우1동 760번지 3호 오션타워 1404호","부산광역시 해운대구 해운대해변로 203, 1404호 (우동, 오션타워)","612726","(주)동명씨엔에스","20140207145547","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","47.14","9.32","1","2","1","7","5","7","7","1",
"574","소독업","09_30_11_P","3330000","PHMB520173330024042500003","20171026","","03","폐업","03","폐업","20180314","","","","","","","부산광역시 해운대구 반여동 1583번지 13호 한솔웅변미술학원","부산광역시 해운대구 재반로270번길 49 (반여동)","48025","시앤티(주)","20180314162010","I","2018-08-31 23:59:59.0","","394318.098502318","191188.737896465","50","11","1","2","0","3","5","5","5","1",
"575","소독업","09_30_11_P","3330000","PHMB520223330024042500003","20220420","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 재송동 548","부산광역시 해운대구 해운대로191번길 27, 202호 (재송동)","48056","바이오돔(주)","20220420174031","I","2022-04-22 00:22:33.0","","393515.354801761","189011.971492095","0","0","4","2","3","3","5","5","5","1",
"576","소독업","09_30_11_P","3330000","PHMB520193330024042500002","20190605","","01","영업/정상","13","영업중","","","","","051-545-6777","","48006","","부산광역시 해운대구 윗반송로51번길 168, 1층 (반송동)","48006","사단법인 장애인정보예술협회 장우환경산업","20190614153638","I","2019-06-16 02:21:13.0","","396338.024809993","194766.769001774","","","1","2","0","3","5","5","5","1",
"577","소독업","09_30_11_P","3330000","PHMB520193330024042500003","20190920","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반여동 1405번지 36호 그린종합상가","부산광역시 해운대구 선수촌로21번길 21, 그린종합상가 2층 55호 (반여동)","48043","와이제이환경","20191031145748","U","2019-11-02 02:40:00.0","","392763.764812105","190591.137845319","","","1","2","0","3","5","5","5","1",
"578","소독업","09_30_11_P","3330000","PHMB520223330024042500001","20220128","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반송동 219-3","부산광역시 해운대구 윗반송로 65(반송동)","48007","그린방역1급소독업체","20220128171828","I","2022-01-30 00:22:49.0","","396250.537785648","194452.483319555","0","0","1","2","0","3","5","5","5","1",
"579","소독업","09_30_11_P","3330000","PHMB520013330024042500001","20011218","","01","영업/정상","13","영업중","","","","","","","612050","부산광역시 해운대구 재송동 1124번지 6호 한신빌딩 2호","부산광역시 해운대구 재반로84번길 17 (재송동,한신빌딩 2호)","","에이스","20090122112250","I","2018-08-31 23:59:59.0","","393594.571389738","189566.342729929","11.88","17.28","1","2","1","5","5","5","5","1",
"580","소독업","09_30_11_P","3330000","PHMB520203330024042500001","20200316","","01","영업/정상","13","영업중","","","","","051-731-4090","","","부산광역시 해운대구 우동 1434번지 썬프라자","부산광역시 해운대구 마린시티3로 1, 8층 (우동, 썬프라자)","48092","주식회사 피에스제이","20200323193427","I","2020-03-25 00:23:22.0","","395615.201853958","186406.750870936","","","1","2","0","3","5","5","5","1",
"581","소독업","09_30_11_P","3330000","PHMB520213330024042500008","20211227","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반송동 230 머거봐돼지국밥","부산광역시 해운대구 신반송로 181, 머거봐돼지국밥 (반송동)","48009","한국방역","20211229175219","I","2021-12-31 00:22:51.0","","396567.460271977","194354.861768464","0","0","1","2","0","3","5","5","5","1",
"582","소독업","09_30_11_P","3330000","PHMB520213330024042500009","20211227","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반송동 77 주공아파트","부산광역시 해운대구 신반송로 200, 가동 2층 210호 (반송동, 주공아파트)","48010","우리방역","20211229175412","I","2021-12-31 00:22:51.0","","396472.616414553","194680.788218004","0","0","2","2","0","4","5","5","5","1",
"583","소독업","09_30_11_P","3330000","PHMB520203330024042500003","20200402","","01","영업/정상","13","영업중","","","","","051-744-4112","","","부산광역시 해운대구 반송동 216번지 279호","부산광역시 해운대구 윗반송로 47-19 (반송동)","48007","대호","20200409134258","I","2020-04-11 00:23:21.0","","396039.400159925","194396.668697436","","","1","2","0","3","5","5","5","1",
"584","소독업","09_30_11_P","3330000","PHMB520203330024042500004","20200428","","01","영업/정상","13","영업중","","","","","051-808-5205","","","부산광역시 해운대구 재송동 1149번지 13호 교촌","부산광역시 해운대구 재반로 166, 교촌 2층 (재송동)","48052","S.O.K management","20200506184745","I","2020-05-08 00:23:40.0","","393822.803973202","190222.12475839","","","1","2","0","3","5","5","5","1",
"585","소독업","09_30_11_P","3330000","PHMB520203330024042500005","20200615","","01","영업/정상","13","영업중","","","","","1668-1285","","","부산광역시 해운대구 반여동 1611번지 7호","부산광역시 해운대구 재반로241번길 16-69, 1층 (반여동)","48024","페스코 부산점","20200917170205","U","2020-09-19 02:40:00.0","","393955.57593573","191036.614477999","","","1","2","0","3","5","5","5","1",
"586","소독업","09_30_11_P","3330000","PHMB520053330024042500001","20050119","","01","영업/정상","13","영업중","","","","","782-1880","","612050","부산광역시 해운대구 재송동 1148번지 11호","부산광역시 해운대구 재반로 162-20 (재송동)","","부일방제","20160105093555","I","2018-08-31 23:59:59.0","","393887.467184542","190193.827400361","32.3","10.96","1","4","1","5","5","5","5","1",
"587","소독업","09_30_11_P","3330000","PHMB520053330024042500002","20050513","","01","영업/정상","13","영업중","","","","","783-2693","","612050","부산광역시 해운대구 재송동 514번지 3층","부산광역시 해운대구 재반로 26 (재송동,3층)","","대한환경공사","20180129174208","I","2018-08-31 23:59:59.0","","393667.962423113","188946.286887242","68.25","104.54","1","2","1","5","5","5","5","1",
